Name	CUTOS	CUTOT	CUTOU	CUTOW	CUTOX	CWYAU
Pp3c2_31320V3.1	3.04075	3.74641	3.09063	3.31121	3.47987	4.35454
Pp3c27_5600V3.1	0	0	0	0	0	0
Pp3c3_26090V3.1	39.3413	32.2136	29.1981	66.4377	55.4792	5.61297
jgi|MorGBAus27b_1|502624|gm1.10424_g	0	0.039749	0.042642	0	0	0.069101
Pp3c3_20001V3.1	0	0	0	0	0	0
Pp3c3_23020V3.1	0	0	0	0	0	0
Pp3c3_30110V3.1	0	0	0	0	0	0
Pp3c13_4310V3.1	36.4039	32.8826	32.5604	24.3187	31.1335	37.9977
Pp3c16_5420V3.1	12.3826	9.60126	11.6886	13.3825	13.4368	4.34398
Pp3c3_26090V3.2	7.79739	6.34033	4.03563	8.56067	4.83012	9.32522
Pp3c3_26090V3.5	0	0	0	0	0	0
Pp3c3_26090V3.8	0	0	0	0.124204	0	0
Pp3c5_15990V3.1	11.714	8.14657	11.5242	24.8091	21.0969	3.13304
Pp3c13_18080V3.1	3.15438	3.33219	5.22903	5.6544	3.75923	1.18094
Pp3c3_17207V3.1	3.95717	3.41831	3.35722	7.45101	7.47655	1.97498
Pp3c3_14050V3.1	9.4509	9.94153	10.584	8.24383	9.43582	5.6332
Pp3c3_21640V3.2	21.6855	8.62972	8.54592	9.65099	14.8967	12.5295
Pp3c21_7160V3.1	0.648082	0.144307	0.419997	0.835336	0.697451	0.181059
Pp3c3_21640V3.1	19.7835	21.5401	18.0873	25.9092	21.6527	6.81656
Pp3c13_7030V3.2	4.80476	4.6322	5.71059	6.65648	6.62974	3.15564
Pp3c5_21722V3.1	7.64846	6.08469	6.94879	12.3404	10.665	0.294464
Pp3c24_11870V3.1	197.531	206.601	206.853	145.937	165.396	141.813
Pp3c9_18540V3.1	10.0019	8.59034	9.08779	6.00877	4.61513	3.36442
Pp3c3_18130V3.1	0	0	0	0	0	0
Pp3c3_15550V3.1	0	0	0	0	0	0
jgi|MorGBAus27b_1|487493|estExt_fgenesh1_pg.C_150038	0	0.011153	0	0	0	0.063741
Pp3c21_14910V3.2	0	0	0	0	0	0
Pp3c5_11990V3.2	1.18142	0.567498	0.967753	1.01852	0	0.299654
Pp3c3_30620V3.8	12.5161	12.5051	13.113	13.293	13.5945	2.13465
Pp3c3_23860V3.1	1.6782	1.80208	0	2.04271	1.66275	0
Pp3c4_6530V3.1	1.61072	1.40846	1.71591	1.31399	1.94281	0.436641
Pp3c3_20550V3.2	0	0	0	0	0	0
jgi|MorGBAus27b_1|424385|fgenesh1_pg.7_#_175	0	0	0	0	0	0
Pp3c3_34910V3.3	3.13367	4.8714	4.27675	3.09362	4.1595	5.27742
Pp3c21_270V3.4	1.34145	0.479778	1.51746	1.26099	0.91234	0
Pp3c27_680V3.1	0.140793	0.24003	0.507497	0.260843	0.150346	0.099061
Pp3c3_34910V3.4	0	0	0	0	0	1.80248
Pp3c3_34910V3.1	7.4829	6.73953	8.72027	7.76334	7.68808	2.06149
jgi|MorGBAus27b_1|30911|CE30910_1857	0	0.136349	0.104736	0	0	0.20143
Pp3c4_12000V3.1	2.57844	1.20191	2.25606	0	1.1018	1.8839
Pp3c7_11100V3.6	12.5878	12.888	9.46647	6.53533	15.5258	13.0483
jgi|MorGBAus27b_1|485245|estExt_fgenesh1_pg.C_70004	0	0	0	0	0	0
Pp3c3_16960V3.1	0	0.003357	0	0	0	0
jgi|MorGBAus27b_1|77690|CE77689_1583	0	0.019201	0.031066	0	0	0.049741
jgi|MorGBAus27b_1|457952|fgenesh1_kg.25_#_95_#_TRINITY_DN6664_c2_g1_i1	0	0	0	0	0	0
Pp3c3_3430V3.3	1.6342	3.03915	1.92646	1.10499	2.32078	3.44053
Pp3c17_3230V3.8	0	0	0	0	0	0
Pp3c23_2860V3.1	0	0	0	0.326187	0	0.293525
Pp3c3_30590V3.16	0	0	0	0	0	0
Pp3c5_2580V3.2	0	4.47185	0	0	0	7.7742
Pp3c3_30590V3.14	0	0	0	0	0	0
Pp3c3_2290V3.1	5.24678	5.32308	5.77431	4.39332	3.79833	2.62854
Pp3c9_16610V3.1	5.80725	6.89954	5.47111	2.75742	5.36332	1.31937
Pp3c14_21500V3.1	0	0	0	0.012852	0	0
Pp3c3_2160V3.2	0	0.082319	0	0.161563	0.694827	0.125951
Pp3c3_24040V3.1	22.8157	21.3502	25.8931	26.511	24.3933	12.4133
Pp3c2_27642V3.1	0	0	0	0.115393	0	0
Pp3c4_10510V3.1	28.6897	22.7738	26.9481	39.0616	26.573	18.04
Pp3c21_7510V3.1	0	0	0	0.01104	0.015992	0
Pp3c21_4860V3.5	0	0	0	0	0	0
jgi|MorGBAus27b_1|59025|CE59024_4321	0	0.101661	0.02508	0	0	0.024578
Pp3c20_13280V3.2	0	0	0	0	0	0
Pp3c3_27330V3.1	2.49035	2.12998	2.53668	3.01048	2.70558	1.32324
Pp3s370_10V3.1	0	0	0	0	0	0
Pp3c3_34370V3.2	5.1681	3.35537	4.65211	2.20204	4.70771	0.28525
jgi|MorGBAus27b_1|449487|fgenesh1_kg.12_#_698_#_TRINITY_DN5183_c0_g1_i1	0	0.066185	0.094468	0	0	0.092292
Pp3c5_18830V3.1	2.46569	1.19419	0	0.507352	0	0
jgi|MorGBAus27b_1|193891|CE193890_1713	0	0.094836	0.085376	0	0	0.13849
Pp3c3_10140V3.1	100.02	94.578	89.3013	38.8904	25.3093	31.3455
Pp3c3_15510V3.1	1.07311	0	0	1.60336	1.65024	0.543666
Pp3c3_32800V3.1	1.9058	0	1.45613	1.01168	1.65499	0.743576
jgi|MorGBAus27b_1|446538|fgenesh1_kg.9_#_562_#_TRINITY_DN3804_c0_g3_i1	0.019266	0.0583	0.047018	0	0	0.133398
Pp3c3_29270V3.1	0	0	0	0	0	0
Pp3c15_21880V3.1	3.3551	2.60371	4.0947	4.86011	4.38295	3.74482
Pp3c3_23700V3.1	1017.06	1067.36	1031.87	878.978	1028.84	1563.75
Pp3c4_3621V3.1	0	0	0	0.062347	0	0.02352
Pp3c3_27540V3.1	0	0	0	0.147444	0	0
Pp3c3_23240V3.1	629.193	710.939	616.549	363.1	274.213	503.36
Pp3c18_16660V3.4	2.27674	2.31646	2.83403	3.72023	3.72666	1.67664
jgi|MorGBAus27b_1|462447|fgenesh1_kg.33_#_280_#_TRINITY_DN5597_c1_g1_i1	0	0.028793	0.023375	0	0	0.014853
Pp3c3_35250V3.1	0	0	0	0.285175	0	0.898962
Pp3c3_9750V3.1	9.42261	6.81266	8.63554	13.6449	11.9331	2.91478
Pp3c9_6480V3.1	5.46123	4.84291	5.59827	4.62065	4.23972	1.59766
Pp3c21_20720V3.1	0.868169	0.845735	1.05895	0.919018	1.1042	0.412967
Pp3c3_16510V3.1	0.097325	0	0	0.078965	0.109441	0
jgi|MorGBAus27b_1|105762|CE105761_1762	0	0	0.217618	0.018847	0	0.063535
Pp3c4_19000V3.1	817.741	857.874	894.443	939.311	1235.36	1140.44
Pp3c4_4360V3.4	0	0.578183	0	0	0	0
jgi|MorGBAus27b_1|172931|CE172930_793	0	0.013011	0.020969	0	0	0.048744
Pp3c1_30620V3.1	3.08604	2.50024	2.88396	4.38292	3.91881	0.521992
Pp3c25_4900V3.1	0.214626	0.271635	0.133318	0.404476	0.238106	0.104437
Pp3c5_10340V3.1	4.52785	3.50947	4.90295	5.89288	6.39912	1.8427
Pp3c2_9710V3.1	1.79367	2.04834	2.41371	2.9469	3.2501	0.987218
Pp3c3_26490V3.10	0	0	0	0	0	0
jgi|MorGBAus27b_1|515209|MIX10199_1_10	0	0	0	0	0	0.025495
Pp3c20_9940V3.1	26.0042	19.3516	17.5029	19.9271	20.5513	15.4339
Pp3c3_26490V3.15	0	0	0	0	0	0
jgi|MorGBAus27b_1|500348|gm1.8148_g	0	0.056984	0.089684	0	0	0.091701
Pp3c5_20509V3.1	0.135435	0	0	0	0.278707	0
jgi|MorGBAus27b_1|532069|estExt_Genemark1.C_300127	0.016253	0.188584	0.316364	0	0	0.785915
Pp3c3_11230V3.1	70.2998	67.5681	75.3417	93.882	107.312	76.5932
jgi|MorGBAus27b_1|260507|CE260506_6831	0	0.387966	0.903017	0	0.171106	1.96934
Pp3c20_4050V3.1	0	0.969655	0.984282	0	0	0.541264
Pp3c3_34710V3.1	17.5897	14.7783	15.716	17.0009	14.8906	12.9052
Pp3c3_3200V3.3	0	0	0	0	0.234139	0
Pp3c1_3750V3.1	2.31661	0.807401	0.605899	0	1.33687	0
Pp3c3_36660V3.1	0	4.72772	8.40551	0	0	26.3046
Pp3c3_36660V3.3	40.4922	42.4079	39.3502	28.035	35.8644	1.80768
Pp3c3_3290V3.6	0	0	0	0	0	0
jgi|MorGBAus27b_1|455097|fgenesh1_kg.20_#_171_#_TRINITY_DN10211_c0_g1_i1	0.557242	10.6013	20.0505	3.48309	5.5987	42.5092
Pp3c3_3290V3.2	7.82927	3.67058	1.71402	2.27924	2.11917	0.750003
Pp3c3_3290V3.1	8.00614	11.804	13.1545	13.7656	10.9325	4.91186
Pp3c24_15670V3.1	1.11407	1.46977	1.22982	2.11959	1.72599	0.872787
Pp3c23_11730V3.1	7.10928	5.81433	7.22605	11.3896	9.81702	2.5342
Pp3c17_360V3.1	0.432412	0.208863	0.362034	1.00296	0.551582	0
Pp3c3_27280V3.1	21.1883	25.1884	23.0576	13.2547	8.97191	14.8446
Pp3c3_33080V3.1	0	0	0	0	0	0
jgi|MorGBAus27b_1|459021|fgenesh1_kg.27_#_136_#_TRINITY_DN2534_c0_g1_i1	0	0.189628	0.264998	0	0	0.497024
Pp3c3_25260V3.1	26.2354	19.1019	24.1132	36.802	30.6581	2.68169
Pp3c3_23312V3.1	0	0.477431	0	0.181526	0	0.582363
Pp3c5_11060V3.3	0	0	0	0	0.177663	0
Pp3c8_25320V3.3	0.474545	1.46423	0	3.96289	0	0.627881
Pp3c20_7290V3.2	32.0538	34.134	44.6964	20.1161	17.9318	21.084
Pp3c2_22540V3.1	0	0	0	0	0	5.75745
Pp3c3_28570V3.3	2.97545	1.33168	0	2.30307	0	2.38306
Pp3c3_28570V3.4	1.36218	2.70207	5.0788	2.15752	3.57652	0.874164
Pp3c3_28570V3.1	2.78645	0	0	1.69658	0	0.151051
Pp3c3_10820V3.2	0.323836	0.202519	0	0.245716	0	0
Pp3c16_1777V3.1	0.766789	0.870645	0	0	0	0
Pp3c3_10820V3.4	0	0	0	0	0	0
Pp3c3_15220V3.1	0.29521	0.305748	0.583101	0.366242	0.529601	0.315394
Pp3c1_35310V3.1	0.47358	0.311491	0.328158	0.671417	0.551048	0.073289
Pp3c3_7450V3.1	58.4518	58.4446	57.8797	46.197	29.9138	27.9203
Pp3c11_12910V3.1	0	0	0	0	0	0
Pp3c3_37951V3.1	0	0.066724	0.099529	0.168044	0.117449	0.154199
Pp3c3_16371V3.1	2.84217	3.4242	4.63373	2.44199	4.23527	3.58355
Pp3c20_7420V3.1	0.042928	0.010377	0	0.029096	0.090954	0
Pp3c3_25300V3.1	1.44505	1.23752	2.51673	2.6687	2.33003	1.66095
Pp3c11_2120V3.4	0.479007	0.505258	0.666139	0.572899	0.858878	0.205691
Pp3c21_16510V3.3	0	0	0	0	0	2.67759
Pp3c18_19440V3.3	0.69337	0.292455	0	0.511643	1.0188	3.00332
jgi|MorGBAus27b_1|424252|fgenesh1_pg.7_#_42	0	0.00964	0.020893	0	0	0.026485
Pp3c19_19090V3.1	2.08235	1.64721	1.68287	1.89321	1.95257	0.817065
Pp3c20_19090V3.1	0.157841	0.239986	0.308548	0.623304	0.768717	0.10693
Pp3c5_22750V3.1	3.66345	2.95865	3.35972	5.47302	4.51575	1.63966
Pp3c16_20390V3.1	0.614444	0.919269	0.877706	0.82317	1.32283	0.755743
Pp3c24_6930V3.2	0.242269	0.073073	0.093255	0.191633	0	0
Pp3c19_7460V3.1	0	0	0	0	0	0
Pp3c12_15290V3.1	9.27822	9.53763	16.9333	9.30537	10.6965	5.85898
Pp3c19_13350V3.4	0	0	0	0	0	0
Pp3c10_5530V3.1	12.329	12.1585	10.2225	7.90694	11.8185	3.02076
Pp3c22_14520V3.2	0	0	0	0	0	0
Pp3c19_460V3.1	0	0.046437	0	0.121398	0	0
Pp3c19_4199V3.1	0	0	0.663954	0	0.274112	0.2991
Pp3c14_24566V3.1	17.1302	17.936	17.6851	16.5918	12.9231	7.65882
Pp3c19_2720V3.1	0	0	0	0	1.23597	0
Pp3s51_270V3.2	0	0	0	0	0	0
Pp3c20_9600V3.10	0	0	0	0	0	0
Pp3c4_25420V3.1	0	0	0	0	0	0
Pp3c26_13160V3.1	3.78187	1.75431	2.08158	2.75562	1.89569	0.804153
Pp3c19_6950V3.1	1.0124	0	0.373232	0.456728	0.458976	0.179366
Pp3c14_13240V3.1	0	0	0	0	0	0
Pp3c19_7090V3.1	5.66195	5.44206	6.68839	6.66753	5.76909	3.37309
Pp3c19_15200V3.1	0.477385	0.808167	0.781665	1.81927	0.190737	0.573967
Pp3c3_35300V3.1	1.83832	1.8202	2.1795	2.09592	1.65812	1.09398
Pp3c15_19010V3.5	1.48458	1.40714	0.823015	0	1.51895	0.983296
Pp3c19_2600V3.1	0	0	0	0	0	13.8917
Pp3c14_4060V3.1	0	0	0	0	0	0
Pp3c23_8190V3.1	7.53982	3.67905	5.58826	5.65447	6.57479	0.787376
Pp3c12_21290V3.1	0	0	0	0	0.892588	0
jgi|MorGBAus27b_1|449408|fgenesh1_kg.12_#_619_#_TRINITY_DN1429_c1_g1_i1	0.479617	0.353182	1.00063	0	0.088705	1.66524
Pp3c19_3870V3.1	0	0	0	0	0	0
Pp3c19_1840V3.1	6.76643	4.66135	9.81311	34.3656	23.797	8.31926
Pp3c1_22570V3.1	0.040623	0.012473	0	0	0	0
jgi|MorGBAus27b_1|307932|CE307931_20293	0	0.039337	0.2038	0	0	0.487812
Pp3c5_2360V3.1	5.22232	6.26609	4.73004	2.83345	3.47127	1.87764
Pp3c19_11600V3.3	0.45429	0.270307	0.112904	3.7339	4.36701	0
Pp3c19_518V3.1	6.95701	3.69766	2.33182	5.77694	4.76415	1.15339
Pp3c20_9340V3.1	3.25588	2.32229	3.03011	5.26528	3.88832	0.713317
Pp3c9_18470V3.1	0.24283	0	0.076148	0	0.090983	0
Pp3c3_21110V3.1	0	0	0.178927	0.67755	1.04616	0
Pp3c10_8860V3.1	0.951814	0.824429	0.416777	1.50548	0.427766	0.358063
Pp3c1_20330V3.1	18.2174	18.903	15.6804	31.9178	31.813	0
Pp3c3_20110V3.1	6647.03	5183.3	5769.09	5754.48	4069.47	5182.31
Pp3c19_7950V3.1	0	0	0	0	0	0
Pp3c17_7780V3.1	2.83274	2.79433	1.99282	1.78714	1.93488	2.44367
Pp3c4_17190V3.17	0	0	0	0	0	0
Pp3c5_14880V3.1	1.41673	1.24663	2.03941	0.942228	2.00976	0.010392
Pp3c27_1350V3.1	73.7182	78.8546	72.8547	39.8286	51.5928	61.7806
Pp3c11_13800V3.1	0	0.022905	0.026467	0	0	0
Pp3c19_6810V3.1	126.491	127.223	142.7	140.07	152.197	136.369
jgi|MorGBAus27b_1|472651|fgenesh1_kg.67_#_78_#_TRINITY_DN8532_c0_g1_i1	0	0.196821	0.487039	0	0.148057	0.889242
Pp3c19_4619V3.1	0	0	0	0	0	0
Pp3c19_11620V3.1	3.40572	3.18288	3.60683	3.64944	3.67098	1.72814
Pp3c19_22940V3.2	4.76286	0.237717	4.82858	3.24865	3.30072	0
jgi|MorGBAus27b_1|420865|fgenesh1_pg.1_#_13	0	0.993283	4.8919	0.124578	0.197506	7.28021
Pp3c3_15480V3.2	2.637	1.81675	2.09246	3.15984	3.30006	0.283554
Pp3c15_1270V3.1	0.578743	0.593791	0.536182	2.7139	1.44699	0.586932
Pp3s30_1060V3.1	0	0	0	0	0	0
Pp3c3_2940V3.1	2.23918	1.74781	1.97649	1.53763	1.75645	0.885704
Pp3c19_10210V3.6	0	0	0.390383	0	0.118233	0
Pp3c18_16670V3.1	0	0	0	0	0	0
Pp3c3_24250V3.2	0.410531	1.10374	1.12497	2.79136	1.59589	0.114678
Pp3c24_10620V3.3	1.91275	1.83806	2.12706	0.2265	0.608126	0.41618
jgi|MorGBAus27b_1|504352|gm1.12152_g	0	0.045274	0.077846	0	0	0.080133
Pp3c12_9170V3.1	0	0	0	0	0	0
Pp3c19_19380V3.1	0	0	0	0	0	0
Pp3c17_21780V3.3	5.37343	4.80136	5.25875	3.81152	3.49172	1.8065
Pp3c24_11510V3.1	12.5351	10.6445	11.5005	12.8239	8.29598	12.4995
Pp3c19_19570V3.1	38.2684	36.4175	41.529	45.7697	43.445	27.7042
Pp3c2_13140V3.4	3.53878	4.38967	4.82315	5.8324	6.48153	1.8134
Pp3c14_21410V3.1	3.56451	4.34352	4.54786	4.26265	4.07836	2.17911
Pp3c4_23170V3.2	45.6362	105.393	95.4343	42.2263	151.839	297.377
Pp3c19_17830V3.2	4.55864	4.01926	4.03937	4.00831	4.56274	2.12019
Pp3c2_33340V3.1	10.4277	10.7017	8.49103	2.81649	3.67181	12.5556
jgi|MorGBAus27b_1|271537|CE271536_3385	0	0.227499	0.228481	0	0	0.364004
Pp3c19_3840V3.12	0	0.181021	0	0.267847	0	0.03153
Pp3c20_2900V3.1	0	0	0	0	0	0
jgi|MorGBAus27b_1|408667|estExt_Genewise1Plus.C_1_t10409	0	0.602527	0.795162	0.059857	0	0.944603
Pp3c19_3840V3.11	0.759909	0.626126	0.118754	4.2687	1.86647	0.034964
Pp3c19_3840V3.1	386.309	327.484	360.564	461.328	306.125	132.874
Pp3c3_9960V3.1	7.02973	6.613	6.9898	7.35318	6.95764	2.63863
Pp3c23_12080V3.1	0	0	0	0	0	0
Pp3c19_16442V3.1	0.544234	0	0.686324	0	0	0.283056
Pp3c16_4920V3.3	0.869393	0.850124	1.04153	1.61921	0.962535	1.86319
Pp3c19_5620V3.1	0	0	0	0.041128	0.107178	0
Pp3c19_3640V3.3	0.614252	0.704966	0.823639	1.18102	2.21465	0.164818
Pp3c19_20070V3.1	13.1974	10.2196	10.5427	18.4555	10.6834	4.20034
Pp3c20_13540V3.1	3.54575	1.34986	7.24226	2.25287	6.80811	11.7753
Pp3c3_25450V3.1	1.87539	4.88375	4.41399	5.03101	3.88695	0.918364
Pp3s270_10V3.1	0.667373	0.324351	1.54248	0.187592	0.260092	0.47014
Pp3c19_12600V3.5	0.344923	0.795834	0.411924	0.5491	1.37564	0
Pp3c3_23920V3.4	0	3.25897	0	1.10461	3.29474	0
Pp3c12_11250V3.2	0	0.062556	0.159861	0.301656	0.256041	0
Pp3c14_15760V3.1	7.79401	6.69669	6.19448	8.85501	8.16636	5.34931
Pp3c19_16560V3.1	0	0	0	0	0	0
Pp3c3_29160V3.9	4.89546	4.871	6.02941	7.37943	9.20155	1.51207
Pp3c3_24700V3.1	0	0.49498	0.712807	1.88285	1.2662	0.212494
jgi|MorGBAus27b_1|46924|CE46923_5626	0	0	0.066306	0	0	0.118582
Pp3c19_22480V3.4	6.22424	9.25307	2.06169	9.14919	11.8899	22.2811
jgi|MorGBAus27b_1|363767|gw1.15.54.1	0	0	0	0	0	0
Pp3c19_320V3.1	0	0	0	0	0	0
Pp3c6_1880V3.6	0.138658	0.10543	0	0	0	0.297437
Pp3c19_19230V3.1	2.89495	2.93705	3.33075	1.85792	2.30148	0.629589
jgi|MorGBAus27b_1|430979|fgenesh1_pg.51_#_3	0	0	0	0	0	0
Pp3s34_500V3.1	0	0	0	0	0	0
Pp3s466_20V3.1	0	0	0	0	0	0
Pp3c26_3130V3.1	0	0.100016	0	0	0	0
jgi|MorGBAus27b_1|465112|fgenesh1_kg.40_#_64_#_TRINITY_DN13678_c0_g1_i1	0	0	0	0	0	0
Pp3c19_19290V3.2	0.323249	0	0.156242	0	0	0
Pp3c2_32020V3.4	0.355538	0	0.34728	0.540326	1.06814	0
Pp3c19_19290V3.1	0	0	0	0	0.105337	0
Pp3c11_9953V3.1	0	0	0	0	0	0
jgi|MorGBAus27b_1|427756|fgenesh1_pg.19_#_184	0	0.047653	0	0	0	0.015334
jgi|MorGBAus27b_1|478302|fgenesh1_pm.13_#_60	0	0.116996	0.074198	0	0	0.19893
Pp3c20_13390V3.2	0.986051	0.438568	0.084558	0.130866	0.359538	0
Pp3c18_22500V3.1	3.79773	3.88179	6.65752	2.57896	4.68092	7.16406
Pp3c19_1630V3.2	3.35357	2.20404	2.93274	3.46099	3.03232	1.44138
Pp3c19_4540V3.1	0	0	0	0	0	0
Pp3c19_11440V3.1	86.8272	79.8244	86.553	70.6464	76.5477	121.121
Pp3c22_10630V3.1	0.903399	0.776645	1.09257	2.49476	2.54029	0.28061
Pp3c19_9120V3.2	0	1.5272	2.11094	1.04536	1.85189	2.93977
jgi|MorGBAus27b_1|393174|e_gw1.54.13.1	0	0.039579	0.315417	0	0	0.396923
Pp3c19_1061V3.1	0	3.46084	0.560784	1.47681	0	1.47393
Pp3c15_11750V3.2	0	2.41444	5.56067	5.14013	0	8.09967
Pp3c8_1860V3.1	14.8574	14.1793	15.9168	15.2939	13.9056	9.19665
Pp3c18_3700V3.1	0	0	0	0	0	0
Pp3s466_10V3.1	0	0	0	0	0	0
Pp3c19_3550V3.1	7.10176	6.23516	7.87274	8.98544	10.0373	4.70422
Pp3c19_12520V3.1	10.2181	11.9111	13.8105	15.0725	15.3917	7.55703
jgi|MorGBAus27b_1|429343|fgenesh1_pg.31_#_9	0	0.022606	0.010499	0	0	0.006655
Pp3c19_2590V3.1	0	0	0.096355	0.157123	0	0
Pp3c19_21580V3.1	0	0	0	0	0	0
Pp3c24_9930V3.3	0	0	0	0	0	0.762778
jgi|MorGBAus27b_1|499439|gm1.7239_g	0	0.077167	0.076069	0.011238	0.005518	0.068362
Pp3c19_990V3.2	2.49904	3.50116	3.36205	7.6241	14.5712	2.76622
jgi|MorGBAus27b_1|436056|fgenesh1_kg.2_#_1396_#_TRINITY_DN6355_c24_g1_i2	0	0.063066	0.18395	0	0	0.289146
Pp3c19_20980V3.2	0	0	0	0	0	0
Pp3c15_16470V3.1	0	0	0	0	0	0
jgi|MorGBAus27b_1|438236|fgenesh1_kg.3_#_1804_#_TRINITY_DN6429_c8_g1_i1	0	0.054804	0.116724	0	0.032041	0.249996
Pp3c19_16350V3.2	8.86441	2.73821	4.89603	3.12678	5.16411	3.58219
Pp3c19_8680V3.1	0	2.17017	0	4.53845	0	3.32619
Pp3c2_15740V3.1	13.2231	11.2503	9.5905	13.6295	8.03435	8.92693
Pp3c3_1810V3.1	0	0	0	0	0	0
Pp3c15_7070V3.4	23.7217	23.0954	21.7522	24.0279	17.6517	3.79758
Pp3c16_21370V3.5	9.15727	10.6424	11.5941	13.2	16.7274	14.8007
Pp3c23_9650V3.1	0	0	0	0	0	0
Pp3c12_1600V3.1	14.6176	13.4993	15.1397	18.3258	17.2504	9.17591
Pp3c12_6720V3.1	0.69094	0	0.577821	0.712114	0.148043	0
Pp3c19_4830V3.1	2.29604	2.13598	2.27597	2.49164	2.14088	1.44529
Pp3c16_20960V3.3	3.57129	2.90505	7.94215	3.79407	9.5417	15.9605
jgi|MorGBAus27b_1|434857|fgenesh1_kg.2_#_197_#_TRINITY_DN3563_c1_g2_i1	0	0	0	0	0	0
Pp3c9_24960V3.1	0	0	0	0	0	0
Pp3c16_10560V3.1	0.278561	1.10919	0.856159	2.00736	1.02886	0.992846
Pp3c19_9550V3.1	0	0	0	0	0	0
Pp3c19_7386V3.1	0	0	0	0	0	0
Pp3c3_8132V3.1	0.41087	0.299297	0	0	0	0.572494
Pp3c16_25910V3.1	8.94401	6.56818	9.16591	16.3295	13.1777	1.77937
Pp3c20_8310V3.1	136.791	137.62	140.131	122.662	124.745	148.283
Pp3c21_14114V3.7	0	0	0	0	0.466926	0
Pp3c19_18080V3.2	2.57392	0	2.1119	0	6.09282	3.60004
Pp3c9_710V3.1	10.3607	13.8129	15.1535	15.5596	15.6491	11.8271
Pp3c14_530V3.1	0	0	0	0	0	0
Pp3c19_5850V3.1	12.831	15.4157	15.2242	9.31071	8.35322	4.99374
Pp3c10_4180V3.1	0	0	0	0	0	0
Pp3c9_15970V3.1	21.5016	18.9617	19.1223	8.56359	12.856	4.64476
Pp3c17_10050V3.1	2.42418	1.22795	2.40153	2.94565	2.03851	4.88744
Pp3c20_22990V3.3	0	0.134897	0	0	0	0.022099
Pp3c19_18320V3.1	6.49847	5.81779	6.94419	6.25134	6.56629	0.870463
Pp3c19_19870V3.1	10.4918	6.44445	10.6235	14.5883	17.3879	5.23522
Pp3c15_15330V3.2	0	0	0	0	0	0
Pp3c19_10073V3.1	0	0.15812	0.115971	0.097386	0.069644	0
Pp3c18_11500V3.1	91.5029	85.3153	95.3302	108.001	82.7876	22.0451
Pp3c3_26550V3.4	0	3.10337	2.69713	3.05616	2.28255	5.34215
Pp3c19_23130V3.1	0	0	0	0	0	0
jgi|MorGBAus27b_1|529330|estExt_Genemark1.C_140167	0	0.885513	2.42073	0.185177	0	6.60368
Pp3c19_18290V3.1	3.11347	2.79233	3.2264	3.49942	2.77049	0.260323
Pp3c19_9920V3.1	0.01782	0	0.050495	0.135539	0.028332	0.013435
Pp3c19_15180V3.1	0	0.016967	0.03437	0.041784	0.037172	0
Pp3c21_19360V3.2	1.44171	1.18215	1.59981	1.60323	1.24413	0.627939
Pp3c19_18240V3.2	0.325654	0	0	0	0.466209	0.415608
jgi|MorGBAus27b_1|496437|gm1.4237_g	0	0.052933	0.242703	0	0	0.284926
Pp3c19_16790V3.1	2.80239	3.55923	2.97745	2.50716	2.75467	2.2297
Pp3c9_15430V3.2	0.184757	0.428927	0.16144	0.114338	0.563313	0.763071
Pp3c2_20010V3.1	0	0	0.061777	0.017892	0.029468	0.013368
Pp3c14_6499V3.3	0	0	0	0	4.69867	2.03754
Pp3c19_8210V3.1	1.90429	0.307501	1.07513	0	0	1.32748
jgi|MorGBAus27b_1|384866|e_gw1.10.54.1	0	0.058562	0.094046	0	0	0.107169
Pp3c20_2390V3.1	0	0	0	0	0	0
jgi|MorGBAus27b_1|495668|gm1.3468_g	0	0.018914	0.452777	0	0	0.209313
Pp3c19_5823V3.1	8.69162	14.2751	10.3855	24.3257	25.1241	6.48839
Pp3c19_6110V3.1	0.67987	0	0.590537	0.625759	0	0.3143
Pp3c19_20210V3.3	20.3318	13.1199	22.0827	15.1409	17.4444	8.56636
jgi|MorGBAus27b_1|22844|CE22843_312	0	0	0.071188	0	0.039332	0.071341
Pp3c2_29480V3.1	0	0	0.133551	0	0	0.196828
jgi|MorGBAus27b_1|496023|gm1.3823_g	0	0.228921	0.219586	0.094049	0	0.30612
Pp3c12_18160V3.4	5.73711	6.64127	0	6.05363	6.83347	4.96096
Pp3c22_4180V3.1	9.4963	8.21489	9.08992	8.56624	7.28951	0.894469
Pp3c19_9470V3.1	0.111749	0.021301	0.016938	0.131492	0.018685	0.101471
Pp3c2_18030V3.1	3.20616	3.21529	2.57444	3.28457	3.49428	1.33696
Pp3c17_21720V3.2	0	0	0	0	0	0.607873
Pp3c10_4890V3.1	0.155864	0.042687	0	0.052002	0.300963	0
Pp3s34_380V3.1	0	0	0	0	0	0
Pp3c2_17000V3.1	3.25504	3.24146	3.18163	3.24475	5.06314	0.523262
Pp3c19_20540V3.1	0.101655	0.041107	0.088141	0.171736	0.288304	0.185956
Pp3c19_16320V3.1	29.0857	25.5092	25.6924	30.3199	22.256	9.8337
Pp3c23_14820V3.3	1.48788	0.434592	0.978535	0.401552	0.121231	1.21184
jgi|MorGBAus27b_1|445700|fgenesh1_kg.8_#_890_#_TRINITY_DN7330_c0_g1_i1	0	0.072462	0.058404	0	0	0.025141
Pp3c19_4330V3.3	10.9334	8.3779	10.6691	10.608	8.29456	15.351
