Name	CUTON	CUTOO	CUTOP
Pp3c10_20710V3.1	61.7102	53.2739	74.9101
Pp3c26_6030V3.1	0	0	0
Pp3c3_18790V3.2	0	0	2.24977
Pp3c12_18380V3.1	5.64346	5.87855	2.49664
Pp3c5_24480V3.6	0	0	0
Pp3c7_9420V3.2	411.859	282.641	178.55
Pp3c10_3720V3.5	8.34683	8.81166	8.48423
Pp3c1_26600V3.1	35.8087	25.8662	33.1068
Pp3c4_29810V3.1	0	0.063563	0
Pp3c22_13240V3.5	0	0	0
Pp3c22_19330V3.1	2.9742	2.64299	3.59834
Pp3c5_25280V3.1	0.502961	2.39375	0
Pp3c15_15330V3.4	0	0	0
Pp3c26_10900V3.1	31.2637	31.4935	30.0303
Pp3c22_21520V3.1	6.04623	5.15594	3.97791
Pp3c9_6410V3.1	6.77278	5.63266	5.97842
Pp3c10_12900V3.1	0.062563	0.111578	0.104113
Pp3c9_3580V3.1	0	0	0
Pp3c26_13310V3.7	0	0	0
Pp3c20_15560V3.1	0	0	0.800252
Pp3c5_25300V3.6	11.3475	8.09609	5.12715
Pp3c17_21370V3.1	7.12282	8.54072	9.78066
Pp3c20_2320V3.3	6.63469	5.12109	4.25726
Pp3c9_4980V3.1	0	0	0
Pp3c2_25060V3.1	0	0	0
Pp3c20_21880V3.1	0.024276	0	0
Pp3c10_18150V3.1	6.94231	4.71774	11.3157
Pp3c7_21990V3.1	0	0.262097	0
Pp3c26_5320V3.1	0	0	0.07689
Pp3c25_7620V3.4	0	0.160137	0
Pp3c7_11180V3.2	5.20938	4.72759	7.67151
Pp3c15_1800V3.1	11.4523	9.76171	11.5378
Pp3c26_12420V3.1	1.53243	1.28584	1.33013
Pp3c5_17190V3.2	0	0	0
Pp3c17_16010V3.1	14.1835	13.0857	11.135
Pp3c9_25240V3.1	0.306361	0.624382	0.252352
Pp3c4_17120V3.2	23.521	22.0721	8.04368
Pp3c26_11260V3.2	0	0	0.709317
Pp3c25_5610V3.8	0.59236	0.584144	0
Pp3c17_13190V3.1	0	0	0.254881
Pp3c11_20040V3.1	0	0	0
Pp3c9_25280V3.1	0	0	0
Pp3c3_37748V3.1	0.122641	0	0
Pp3c22_15860V3.1	89.6189	95.5751	87.2338
Pp3c7_100V3.1	5.28867	4.51703	5.1647
Pp3c3_23200V3.3	17.3472	12.7143	15.0945
Pp3c7_20960V3.2	0	0	0
Pp3c25_12560V3.1	0	0	0
Pp3c2_29090V3.10	0.039968	0.048714	0.109566
Pp3c16_9130V3.2	0	0.10913	0
Pp3c2_23660V3.2	5.91815	4.69759	3.9758
Pp3c7_17210V3.1	1.84758	1.04696	0.705261
Pp3c7_20200V3.1	8.1688	6.76725	9.22023
Pp3c9_760V3.2	13.7958	11.65	8.96398
Pp3c17_23250V3.1	1.89193	0.729442	0
Pp3c3_6480V3.15	0	0	0
Pp3c22_5940V3.1	2.85481	2.28588	2.71663
Pp3c18_5120V3.4	0	0	0
Pp3c26_1430V3.4	0	0	0
Pp3c3_35570V3.1	0	0	0
Pp3c10_17410V3.1	0	0	0
Pp3c23_1740V3.5	0	0.188686	0
Pp3c8_16040V3.10	0	0	0
Pp3c17_880V3.1	0	0	0
Pp3c14_14900V3.1	6.07576	5.13212	3.94973
Pp3c7_5600V3.3	2.40771	1.34186	1.51613
Pp3c26_6682V3.1	0	0	0
Pp3c10_4922V3.1	0	0.269961	0
Pp3c13_11790V3.1	0.170722	0.359941	0
Pp3s113_39V3.1	0.22989	1.204	0
Pp3c4_27110V3.1	7.35002	5.71224	6.31563
Pp3c17_21720V3.1	0.297361	0	0.134055
Pp3c15_14170V3.3	0	0	1.86848
Pp3c9_1350V3.1	12.7839	9.98507	5.77801
Pp3c9_12661V3.1	0	0	0
Pp3c20_15974V3.1	0.247332	0.865641	2.67446
Pp3c24_16220V3.1	1.33077	0.334856	0.867021
Pp3c17_19830V3.1	6.84897	6.61392	4.40847
Pp3c13_2370V3.7	0	0	0
Pp3c7_13700V3.1	217.343	292.417	202.563
Pp3c4_4600V3.1	0	0	0
Pp3c5_4370V3.1	0	0	0
Pp3c4_17190V3.3	0	0	0.856207
Pp3c9_12700V3.3	0	0	0
Pp3c26_9830V3.1	4.38824	8.10464	3.35203
Pp3c16_16170V3.1	0.214963	0	0
Pp3c10_3170V3.1	5.49423	5.1896	6.63306
Pp3c25_7460V3.1	0.955884	0.91717	1.27438
Pp3c20_5120V3.5	0	0	0
Pp3c22_20830V3.1	89.7057	79.8018	79.8135
Pp3c17_11890V3.1	0	0	0.044689
Pp3c8_24200V3.1	2.27088	2.08865	2.02888
Pp3s30_890V3.1	0	0	0
Pp3c7_5540V3.2	0	0	0
Pp3c18_10720V3.1	16.2379	21.5382	26.0491
Pp3c1_34530V3.1	0	0	0
Pp3c5_16535V3.1	0.34093	0	0
Pp3c22_3080V3.1	0	0	0
Pp3c17_16800V3.3	0.6087	1.47441	0.830267
Pp3c7_4165V3.2	7.00146	0	7.42868
Pp3c7_7440V3.1	75.6693	102.258	84.9031
Pp3c2_28940V3.4	0	0	0
Pp3c10_14640V3.1	0	0	0
Pp3s829_60V3.1	15.8523	7.53677	0
Pp3c15_14230V3.1	0	0.323988	0
Pp3c3_31410V3.1	7.02425	6.75883	5.97981
Pp3c15_15960V3.1	5.67891	4.31434	3.29351
Pp3c13_4740V3.1	0.529506	0.317353	0.788257
Pp3c7_6670V3.1	7.011	5.71734	5.92164
Pp3c15_16430V3.1	0	0	0
Pp3c18_21050V3.3	97.3971	114.422	103.1
Pp3c5_18830V3.4	1.16646	0.267317	0
Pp3c9_19360V3.1	0	0	0
Pp3c22_3620V3.1	0	0	0
Pp3c10_19680V3.1	0.221817	0.209628	0.117598
Pp3c17_10520V3.1	0	0	0
Pp3c4_19490V3.1	1.56927	0.946502	0.693803
Pp3c17_20550V3.3	3.06178	2.65042	12.1278
Pp3c13_690V3.2	0	1.018	2.58101
Pp3c10_10620V3.9	0	0	0
Pp3c12_11160V3.3	0.101299	0	0
Pp3c26_14520V3.2	6.29705	4.79322	3.27184
Pp3c10_1200V3.1	2.59784	3.56933	6.3469
Pp3c15_100V3.1	0	0	0
Pp3c26_14290V3.1	32.8244	24.7373	25.9545
Pp3c10_3230V3.1	0.34997	0	0.095228
Pp3c2_29770V3.1	3.40928	3.7428	4.22975
Pp3c1_36071V3.1	5.68602	6.20796	3.70027
Pp3c7_13830V3.10	0	0	0.533075
Pp3c3_24664V3.1	0.57256	0	0
Pp3c17_16620V3.1	1.87571	1.68592	3.4938
Pp3c20_8530V3.4	0.172411	0.424596	0.033697
Pp3c18_16590V3.1	0	0	0
Pp3c12_10330V3.1	70.5296	53.7149	48.0395
Pp3c17_18320V3.5	1.382	0	0
Pp3c1_21380V3.1	0	0	0
Pp3c26_1920V3.1	8.86462	6.59659	4.16849
Pp3c1_30360V3.1	2.78101	2.65147	2.46075
Pp3c4_24480V3.2	7.08987	4.79496	7.63974
Pp3c16_19430V3.1	0.031385	0.021792	0
Pp3c17_1530V3.7	0	0	0
Pp3c10_18880V3.1	0	0	0
Pp3c7_17320V3.1	0	0	0
Pp3c2_33280V3.2	47.9376	65.9126	34.6144
Pp3c10_3450V3.1	6.53428	5.353	5.64747
Pp3c22_17230V3.1	9.01796	8.10016	8.39783
Pp3c17_22200V3.1	56.1502	62.2239	76.4833
Pp3c16_920V3.2	0.068538	0	0.095114
Pp3c12_5390V3.1	583.544	493.585	489.053
Pp3c17_12040V3.5	0	0	0
Pp3c9_3139V3.1	0	0	0.176547
Pp3c23_16120V3.1	20.898	19.892	18.5903
Pp3c17_9800V3.1	0.338557	0.285688	0
Pp3c4_7960V3.1	8.32436	6.50835	7.38472
Pp3c4_17200V3.3	12.4425	11.127	6.73117
Pp3c10_19077V3.1	0.099351	0.135693	0.246682
Pp3c22_15320V3.3	0	0.315912	0
Pp3c22_4940V3.1	4.75572	4.39116	3.83481
Pp3c1_9430V3.1	2.63714	2.09087	1.7435
Pp3c7_23970V3.3	1.49101	1.01607	16.7475
Pp3c14_22310V3.1	0	0	0
Pp3c22_8640V3.1	5.08298	3.75023	5.21619
Pp3c7_6079V3.1	1.58651	0.386781	0.260027
Pp3c20_5710V3.1	0	0	0
Pp3c15_17600V3.1	3.92605	2.86016	2.68121
Pp3c3_3178V3.2	1.63005	1.78315	0.934313
Pp3c5_7300V3.1	1.35901	0.796934	0.803985
Pp3c19_1760V3.2	12.7108	5.33779	34.4178
Pp3c4_29560V3.1	6.03569	8.36439	11.0004
Pp3c10_24330V3.1	0	0	0
Pp3c10_16450V3.1	5.716	6.01659	6.43174
Pp3c8_24940V3.1	0.395927	0.336579	0.460478
Pp3c3_8660V3.3	0.096002	0.138249	0.05939
Pp3c3_12279V3.1	3.6203	4.80825	4.46938
Pp3c9_4230V3.1	2.07652	1.52756	1.32766
Pp3c19_15510V3.1	8.3089	7.29318	9.47088
Pp3c3_11300V3.1	14.0516	11.9996	12.0011
Pp3c26_11210V3.2	0.123344	0.05301	0.230585
Pp3c9_15080V3.2	0	0	0
Pp3c7_15370V3.1	0.353052	0.429167	0.527036
Pp3c16_21860V3.10	1.66874	1.68928	0.757162
Pp3c24_6080V3.1	1.48174	1.24462	0.981672
Pp3c11_12320V3.5	1.05435	0	0
Pp3c3_10050V3.2	0	0	0
Pp3c24_5960V3.4	0	0	4.99577
Pp3c17_15980V3.4	0	0	0.179845
Pp3c1_9850V3.6	5.3358	6.09672	7.53171
Pp3c7_15024V3.2	1.93524	0.47555	2.06461
Pp3c27_5790V3.1	33.95	24.0285	46.6515
Pp3c24_4180V3.2	0.747504	0.876174	2.35918
Pp3c19_9990V3.1	0	0	0
Pp3c18_1900V3.2	3.08846	2.64364	4.64037
Pp3c7_2390V3.1	0.354251	0.235428	0.369812
Pp3c23_10390V3.2	0	0	0
Pp3c27_5280V3.1	12.4705	10.6382	10.8509
Pp3c9_8570V3.1	2.38736	3.18269	2.08934
Pp3c15_6550V3.1	5.84671	5.40853	4.30609
Pp3c3_33270V3.3	75.334	87.962	94.7684
Pp3c3_3510V3.1	0.860348	1.04566	0.202317
Pp3c10_21330V3.1	1.91617	1.49949	0.821438
Pp3c4_28950V3.1	0	0	0.173923
Pp3c21_16180V3.3	3.13118	4.86091	8.31789
Pp3c16_25920V3.1	3.84962	3.06245	2.83316
Pp3c3_29170V3.7	1.96014	0	0
Pp3c14_19410V3.1	0.627347	0.473842	0.114413
Pp3c10_12340V3.1	0.037771	0	0.020003
Pp3c1_8460V3.1	9.75657	9.71284	18.8479
Pp3c24_6950V3.1	4.22806	3.72793	4.57855
Pp3c25_5880V3.1	5.9126	5.85535	1.69043
Pp3c17_18010V3.1	153.081	131.278	110.203
Pp3c10_6710V3.4	0	0	0
Pp3c15_12202V3.1	0.603548	0.963686	1.04054
Pp3c2_14420V3.3	0	0	0
Pp3c23_6510V3.1	342.301	363.957	507.246
Pp3c12_18290V3.8	0	2.69825	0
Pp3c4_20310V3.1	13.84	17.685	8.25882
Pp3c25_2670V3.13	0.618003	0.236726	0.092014
Pp3c15_15290V3.8	0	0	0
Pp3c4_17250V3.1	1.57466	2.56697	0.65565
Pp3c24_9070V3.1	21.1097	10.6613	7.00799
Pp3c10_6970V3.1	15.7426	13.0926	14.6598
Pp3c10_8840V3.1	1.32119	0.267378	0
Pp3c3_2570V3.1	0	0	0
Pp3c4_2160V3.1	0	0	0
Pp3c10_8980V3.2	34.8059	24.9938	37.7512
Pp3c13_17960V3.1	0.231695	0.160713	0.113434
Pp3c13_150V3.1	0.442554	0.527684	0.783614
Pp3c15_12290V3.1	5.28132	5.71903	7.84814
Pp3c14_20090V3.6	0	0	0
Pp3c10_2812V3.1	0.647749	0.533664	0.421379
Pp3c10_4170V3.1	0	0	0
Pp3c7_21272V3.1	0.095691	0.133359	0
Pp3c15_5020V3.1	3.94491	3.55328	5.24167
Pp3c10_16640V3.9	1.07592	0.825763	1.20775
Pp3c15_190V3.1	0.575438	0.277532	0
Pp3c23_10240V3.1	0	0	0
Pp3c10_15200V3.3	9.04772	8.71706	3.85636
Pp3c12_11370V3.1	0	0	0
Pp3c7_15070V3.1	6.75027	4.46692	3.64904
Pp3c8_16190V3.1	0	0.167732	0
Pp3c23_8810V3.1	13.91	12.895	21.1966
Pp3c10_2900V3.1	886.559	785.309	1009.25
Pp3c16_24370V3.1	6.61679	5.03176	6.1178
Pp3c16_10870V3.3	17.8476	10.7731	1.24758
Pp3c6_6420V3.1	4.66009	3.9782	2.8008
Pp3c7_1950V3.3	0	0	0
Pp3c2_7700V3.1	0	0	0
Pp3c5_9070V3.8	0	0	0.161861
Pp3c6_16010V3.1	4.01765	3.79642	5.7173
Pp3c22_20770V3.1	0.035532	0.124228	0
Pp3c10_20140V3.1	16.0544	18.2195	19.2892
Pp3c2_33540V3.2	0	0	0
Pp3c16_21710V3.2	0	0	0
Pp3c23_1130V3.1	46.066	53.0639	43.5395
Pp3c21_1350V3.1	19.2481	20.5035	19.9705
Pp3c22_8310V3.1	0.059329	0.013468	0
Pp3c9_5760V3.1	7.12294	37.995	151.286
Pp3c15_23590V3.3	0.532364	0.559498	1.55754
Pp3c10_23020V3.1	9.74931	7.41713	6.92759
Pp3c18_9100V3.1	0.533359	0	0
Pp3c5_29050V3.1	0	0	0
Pp3c22_4740V3.7	0	0	0
Pp3c10_14120V3.1	0.196886	0.072161	0.703423
Pp3c12_1580V3.1	11.5489	9.20605	9.46808
Pp3c7_2000V3.1	15.7863	13.6116	9.79399
Pp3c2_7590V3.1	0	0	0
Pp3c22_9810V3.1	6.45237	4.22557	4.3333
Pp3c15_24790V3.2	2.94209	1.39063	2.80973
Pp3c22_18210V3.2	2.72034	2.41064	3.36388
Pp3c4_12860V3.1	0	0	0
Pp3c17_17510V3.1	17.2716	8.0716	10.9584
Pp3c7_24690V3.1	1.91075	1.76706	2.0686
Pp3c8_1920V3.1	37.0984	34.4676	40.7672
Pp3c15_6160V3.5	0.487883	3.32365	4.0287
Pp3c25_6700V3.1	0	0	0
Pp3c10_6670V3.1	1.28101	1.45562	1.19631
Pp3c8_17940V3.3	24.9046	25.5688	12.3003
Pp3c10_10570V3.3	0	0	1.41269
Pp3c13_8430V3.1	2.76439	2.64452	2.00581
Pp3c5_16440V3.1	0.274329	0.252633	0.091941
Pp3c5_15680V3.1	0.110529	0.137692	0.097777
Pp3c24_20450V3.7	0	0.046114	0.042209
Pp3c20_16570V3.3	0	1.27602	0
Pp3c6_16120V3.1	0.005858	0.007875	0
Pp3c23_13700V3.1	285.289	238.794	335.148
Pp3c10_13350V3.1	0	0	0
Pp3c7_23409V3.1	0	0	0
Pp3c6_15859V3.1	0	0	0
Pp3c24_20010V3.1	237.425	216.407	193.772
Pp3c4_27940V3.1	0.431402	0.336305	0.571469
Pp3c20_20940V3.4	0.740346	0.82612	2.2967
Pp3c20_5170V3.1	6.81949	6.39962	2.06991
Pp3c8_19960V3.1	0	0	0
Pp3c22_10780V3.1	0.643255	0.564324	0.522307
Pp3c26_2480V3.1	0	0	0
Pp3c18_5000V3.1	0.672011	1.2409	2.43599
Pp3c22_5080V3.1	5.30669	4.40191	3.97481
Pp3c13_24480V3.1	1.45029	2.1826	0.41548
Pp3c2_30810V3.6	3.57781	2.20869	4.93644
Pp3c10_14060V3.5	0	0	0
Pp3c5_19400V3.1	0	0.056176	0
Pp3c18_10660V3.2	0.511806	0.683037	0.261642
Pp3c22_10160V3.1	0.128885	0	0
Pp3c7_26000V3.1	0	0	0.072409
Pp3c22_21080V3.1	0	0	0
Pp3c4_1350V3.3	0.979404	1.5198	2.44489
Pp3c10_17980V3.1	0.660957	0.595881	1.08364
Pp3c11_22610V3.5	0	0	0
Pp3c2_24860V3.3	0	0	0.09478
Pp3c15_19060V3.1	3.35555	2.85175	2.34139
Pp3c1_18520V3.1	0	0	0
Pp3c27_3060V3.1	2.40714	2.48296	1.17343
Pp3c22_9580V3.5	0.482426	0	0
Pp3c10_8030V3.1	57.0309	62.775	68.698
Pp3c10_9710V3.5	0	0	0
Pp3c17_18600V3.1	0	0	0
Pp3c13_8590V3.2	6.31086	9.82485	7.36862
Pp3c10_20690V3.1	0	0	0
Pp3c10_9290V3.1	0.132306	0.015647	0.029414
Pp3c15_4340V3.4	3.09752	1.61251	0
Pp3c22_20660V3.3	52.9766	34.9685	59.2265
Pp3c10_7240V3.1	1.66493	0.936182	1.68527
Pp3c26_10670V3.1	26.8182	19.7718	25.9785
Pp3c1_17930V3.2	0	0.019751	0
Pp3c3_18830V3.1	0	0	0
Pp3c21_17730V3.1	0	0	0
Pp3c10_18300V3.5	0	0	0.390072
Pp3c10_12280V3.1	14.5675	11.9769	16.7525
Pp3c24_9300V3.2	8.8529	6.62401	11.1047
Pp3c18_2470V3.6	281.241	354.149	470.86
Pp3c10_12460V3.2	0	0	0
Pp3s421_10V3.1	0	0	0
Pp3c21_3370V3.1	2.86474	0.772196	0
Pp3c14_14989V3.2	5.40076	5.44589	2.3161
Pp3c21_2600V3.6	4.4027	2.32839	2.47842
Pp3c22_16960V3.4	4.06756	4.38172	11.8091
Pp3c10_2420V3.2	0	0	0
Pp3c9_26070V3.1	0.082137	0.247238	0.05521
Pp3c22_10280V3.1	3.87994	2.82971	3.06256
Pp3c24_18510V3.1	0	0.401883	1.34701
Pp3c19_3740V3.2	429.41	502.497	469.366
Pp3c8_14740V3.1	0	0	0
Pp3c20_8630V3.3	68.5305	59.6128	24.8434
Pp3c10_1820V3.1	3.29351	2.72787	2.78735
Pp3c5_9590V3.2	38.3011	39.487	21.5961
Pp3c4_4420V3.1	16.1849	11.8611	13.7363
Pp3c20_860V3.2	118.496	167.248	73.0746
Pp3c24_4420V3.1	3.36076	2.6105	3.14832
Pp3c10_13020V3.7	1.09188	0	0
Pp3c10_16040V3.1	0	0	0.368894
Pp3c15_17460V3.1	2.85352	2.58072	2.56137
Pp3c10_20150V3.1	2.22599	1.90441	0
Pp3c7_8820V3.1	0	0.267414	0
Pp3c26_12620V3.1	61.6487	55.1208	34.4447
Pp3c6_17240V3.1	0.511926	0.273698	0.326161
Pp3c13_8760V3.1	0	0	3.22587
Pp3c6_12700V3.2	0.168983	0.017495	0.486043
Pp3c22_7780V3.1	0	0	0
Pp3s30_1180V3.1	0	0	0
Pp3c22_490V3.3	0	0	0
Pp3c19_12650V3.1	1.98139	1.63136	2.33542
Pp3c12_25070V3.1	10.2371	8.65634	10.8845
Pp3c24_13230V3.1	0.89196	0.6133	0.769262
Pp3c13_11570V3.1	8.40552	5.76229	6.78493
Pp3c26_3100V3.1	4.1154	3.6797	3.88309
Pp3c22_10120V3.1	0.254454	0.372014	0.405752
Pp3c19_17470V3.2	0	0	0
Pp3c8_6040V3.1	0.429649	0.355981	0.759419
Pp3c10_12260V3.1	0	0	0
Pp3c3_37640V3.4	4.03165	0.794724	4.01456
Pp3c21_14610V3.1	0	0.146194	0
Pp3c4_19850V3.1	0	0	0
Pp3c27_340V3.1	0.274298	0.368056	0.182087
Pp3c10_18509V3.1	0	0.111358	0
Pp3c7_8520V3.1	12.7442	12.4891	14.7193
Pp3c6_6410V3.3	5.75078	5.76953	3.44004
Pp3c24_16120V3.1	52.2703	45.0161	54.7059
Pp3c7_23699V3.1	0.714843	0.83251	2.01882
Pp3c24_15800V3.6	2.59235	2.59348	1.44765
Pp3c18_9260V3.3	7.88441	23.0443	9.02025
Pp3c27_7670V3.1	6.23276	5.99183	4.30661
Pp3c7_8890V3.1	0.574231	1.86794	1.79075
Pp3c17_2850V3.13	0	0	0
Pp3c24_18000V3.1	70.718	75.4015	89.7796
Pp3c22_8490V3.1	0	0	0.912259
Pp3c26_5320V3.6	0.126212	0.102204	0
Pp3c10_16403V3.2	2.77662	2.57375	2.86262
Pp3c6_7870V3.1	1.21865	1.89509	1.56298
Pp3c10_6330V3.1	25.0997	20.7927	27.5173
Pp3c10_9690V3.1	0	0	0
Pp3c9_4240V3.2	0	0	0
Pp3c1_35980V3.1	0	0.054831	0.197641
Pp3c17_21330V3.1	19.0931	16.7127	19.5062
Pp3c15_19960V3.1	27.6126	21.5934	14.7469
Pp3c3_17800V3.5	13.9733	9.47638	0
Pp3c25_10040V3.3	0	0	0
Pp3c5_22480V3.1	11.9113	10.5873	1.98635
Pp3c10_7230V3.1	1.37663	0.983783	0
Pp3c9_24680V3.1	0	0	0
Pp3c4_12219V3.1	1.21587	1.19982	1.35983
Pp3c10_14840V3.6	0.078333	0.156313	0
Pp3c22_13220V3.1	0	0	0
Pp3c17_2620V3.2	2.93975	2.14774	1.22401
Pp3c7_24640V3.1	10.4546	8.96331	10.1148
Pp3c13_10410V3.2	0	0	2.09619
Pp3c6_13440V3.4	1.65199	21.1417	0
Pp3c27_2790V3.1	7.9596	6.65446	5.27957
Pp3c10_13640V3.7	0	0	0
Pp3c10_15980V3.1	8.19482	6.67374	8.63194
Pp3c8_21410V3.1	17.002	17.9857	24.8785
Pp3c3_19120V3.1	0.676739	0.044637	0
Pp3c22_10270V3.1	3.95038	3.5398	3.83162
Pp3c7_5390V3.1	0	0	0
Pp3c2_33440V3.1	0	0	0
Pp3c26_11270V3.1	4.41709	2.91937	2.78424
Pp3c26_7680V3.2	0	0	0
Pp3c2_32160V3.7	0	0	0
Pp3c23_1210V3.3	0	0	0.082525
Pp3c10_2290V3.1	0	0	0
Pp3c24_20780V3.1	10.3636	7.49086	9.79659
Pp3c16_8540V3.1	37.8087	36.1898	29.7701
Pp3c20_14450V3.2	0	0	0
Pp3c27_5480V3.1	10.1303	10.3611	8.80577
Pp3c4_24710V3.1	2.16245	2.85888	2.74866
Pp3c14_23380V3.1	0	0	0
Pp3c22_13130V3.1	8.0221	17.743	0.832504
Pp3c4_14370V3.1	1.3348	0.954422	1.03673
Pp3c26_15620V3.1	0	0	0
Pp3c19_9050V3.1	0	0	0
Pp3c7_4870V3.1	7.22905	9.69555	15.4241
Pp3c13_24240V3.3	23.6436	24.8383	31.5733
Pp3c4_23310V3.1	0	0	0
Pp3c10_24260V3.4	0	0	0
Pp3c23_14180V3.1	2.51588	2.03011	0
Pp3c21_13490V3.2	1.08679	0.865004	0.494306
Pp3c13_20320V3.2	2.03103	0.790298	0.358749
Pp3c9_19750V3.1	2.09004	1.57045	2.39995
Pp3c24_1560V3.1	7.32621	6.78825	5.08267
Pp3c18_14700V3.1	13.3582	13.7487	14.3634
Pp3c9_15620V3.2	0.098007	0.301455	0.62409
Pp3c4_17010V3.3	0	0	0
Pp3c4_24470V3.3	1.88117	0.084973	0.782479
Pp3c22_9300V3.1	0.710279	3.34349	1.8538
Pp3c10_16350V3.1	0	0	0
Pp3c1_18350V3.1	56.6176	59.6386	25.3112
Pp3c17_13930V3.1	0	0	0
Pp3c5_2340V3.1	8.56401	7.85284	7.90074
Pp3c21_12890V3.1	1.21041	0.611339	0.312069
Pp3c19_6530V3.4	0.187982	0.441353	0
Pp3c10_23490V3.1	12.5239	12.5325	18.4067
Pp3c19_6730V3.1	168.36	140.23	165.272
Pp3c7_3000V3.1	37.7255	38.5807	46.4589
Pp3c3_1000V3.1	0	0	0
Pp3c10_50V3.1	5.07726	5.23246	6.98816
Pp3c5_12990V3.1	0	0	0
Pp3c10_22050V3.1	3.7214	2.85966	1.89125
Pp3c24_14460V3.1	0.47657	0.482323	4.69358
Pp3c7_1680V3.1	0	0	0
Pp3c10_22100V3.1	0	0	0
Pp3c5_8960V3.1	0	0	0.139384
Pp3c10_9710V3.1	9.93725	8.07242	10.1549
Pp3c13_7440V3.1	0	0	0.116047
Pp3c10_680V3.12	2.84823	0	2.80678
Pp3c26_1050V3.1	1.59025	1.22178	0.74767
Pp3c2_20610V3.2	0	0	0
Pp3c10_18900V3.1	0	0	0
Pp3c12_11230V3.7	0	0.00859	0
Pp3c10_3110V3.1	5.51586	6.29474	5.28094
Pp3c2_12150V3.5	5.46523	8.45272	9.52203
Pp3c19_15740V3.1	6.34873	4.46985	4.70005
Pp3c14_13820V3.4	0	0.064997	0
Pp3c24_18680V3.1	10.2481	7.84214	8.29012
Pp3c10_15150V3.9	1.20384	0	1.98811
Pp3c17_8270V3.1	5.48335	3.97465	2.40586
Pp3c17_21090V3.3	0.122056	0.071448	0
Pp3c7_23710V3.1	0.94436	0.974792	0.659946
Pp3c3_18760V3.3	0	0.252397	1.28384
Pp3c10_230V3.1	3.94527	3.49243	2.87226
Pp3c9_12717V3.1	0	0	0
Pp3c10_13290V3.1	0.099913	0.071813	0.088294
Pp3c10_15150V3.1	3.2976	5.21033	3.64379
Pp3c12_3540V3.2	0	0	0
Pp3c3_10910V3.5	1.34129	0.677811	0.304751
Pp3c10_17004V3.1	0.640742	2.11178	0.812343
Pp3c17_17239V3.1	3.95004	2.04921	0.83828
Pp3c10_17225V3.2	0	0	1.86876
Pp3c21_561V3.1	2.85673	3.25112	1.64388
Pp3c12_10640V3.1	97.0278	88.2909	118.251
Pp3c4_4760V3.1	5.32201	5.54411	3.9379
Pp3c10_11790V3.1	5.98655	5.68974	5.74935
Pp3c18_11930V3.1	87.8252	90.259	79.3646
Pp3c20_6830V3.1	7.52968	6.66876	7.33162
Pp3c5_15190V3.1	8.04898	7.09557	9.20928
Pp3c13_210V3.1	0	0.094153	0
Pp3c9_1439V3.1	0	0	0
Pp3c10_19450V3.3	0.240467	0	0
Pp3c2_17490V3.1	39.2655	35.1138	20.773
Pp3c6_16990V3.1	0	0	0
Pp3c14_23880V3.1	0	0	0
Pp3c19_9690V3.1	0.365387	0.15548	0
Pp3c10_21640V3.1	9.25177	7.27606	5.93078
Pp3c24_8730V3.2	18.7111	19.1361	12.3269
Pp3s34_510V3.1	0	0	0
Pp3c22_17680V3.1	0	0	0
Pp3c21_14600V3.1	0.794284	1.60727	0.195566
Pp3c17_580V3.4	0	0	0.294744
Pp3c26_11550V3.1	36.1194	25.1925	14.9689
Pp3c13_22920V3.4	0	0	0
Pp3c24_7060V3.2	0	0	0
Pp3c10_13680V3.2	0	0	0
Pp3c10_25170V3.2	2.88026	3.01451	3.03143
Pp3c11_23199V3.1	0	0	0
Pp3c17_13830V3.3	0	0	2.37337
Pp3c4_23600V3.1	2.57926	1.03346	0.850917
Pp3c1_22940V3.1	0	0	0
Pp3c19_3560V3.2	0	0	0
Pp3c7_7950V3.6	0	0	0
Pp3c18_1920V3.1	423.347	372.255	219.421
Pp3c10_25320V3.1	0	0	0
Pp3c24_14900V3.4	0.120561	1.05486	0
Pp3c1_6060V3.1	0	0	0
Pp3c26_11439V3.1	0	0	0
Pp3c13_3320V3.4	9.86281	9.98682	12.6188
Pp3c27_1640V3.2	0.054344	0.14925	0.278392
Pp3c1_21970V3.1	2.03052	1.2396	2.75461
Pp3c7_17100V3.1	2.41296	2.18398	1.84787
Pp3c4_15800V3.1	0	0	0
Pp3c10_16070V3.1	0	0	0.278769
Pp3c22_4700V3.2	0	0	2.04443
Pp3c19_5170V3.3	0	0	0
Pp3c10_17870V3.1	0	0	0
Pp3c7_22120V3.2	0.371887	0.319316	0.066575
Pp3c21_2050V3.1	0	1.76295	2.62993
Pp3c7_5970V3.1	36.6407	36.805	48.6138
Pp3c22_9570V3.1	0.846314	0	0.562996
Pp3c17_14041V3.1	5.75345	7.42613	32.0982
Pp3c15_13950V3.4	51.1407	54.3596	74.9012
Pp3c17_6500V3.1	19.2617	16.7556	14.0477
Pp3c6_28540V3.4	0	0	0
Pp3c4_15650V3.2	0.079288	0.059502	0.213053
Pp3c24_8320V3.1	10.4289	12.2771	17.346
Pp3c10_24900V3.7	1.58003	1.18545	2.08815
Pp3s46_220V3.1	0	0	0
Pp3c27_1556V3.1	0	0	0
Pp3c4_25396V3.1	2.70515	3.18231	2.94698
Pp3c3_180V3.1	14.2581	11.5276	9.28395
Pp3c10_18270V3.1	0	0	0
Pp3c27_4100V3.5	2.04929	0	6.78392
