Name	CUTON	CUTOO	CUTOP
Pp3c11_12620V3.1	0	0	0
Pp3c11_11040V3.1	45.3623	37.4665	21.9667
Pp3c11_16051V3.1	6.05725	13.367	5.61193
Pp3c11_10140V3.1	0	0	0
Pp3c11_26720V3.4	0	0	0
Pp3c12_1780V3.1	5.11612	4.00288	3.82821
Pp3c11_8530V3.1	2.14154	2.13494	1.40698
Pp3c12_9190V3.3	0	76.1004	249.164
Pp3c11_20220V3.3	0.483152	0.755338	0
Pp3c11_20220V3.1	8.36754	8.74207	8.36269
Pp3c11_6230V3.4	0.137786	0	0.949841
Pp3c11_6230V3.1	0.091095	0.070872	0.20308
Pp3c11_23350V3.1	24.9472	20.8672	26.2104
Pp3c11_15220V3.1	0.961222	0.807876	1.74545
Pp3c16_6340V3.1	2.26917	2.10598	1.65007
Pp3c11_25980V3.1	5.14061	4.85603	4.7883
Pp3c11_16230V3.1	0.236906	0.114427	0
Pp3c16_190V3.1	42.1465	39.3588	39.8301
Pp3c11_16230V3.4	0	0	0
Pp3c11_22070V3.1	2.7419	1.99075	1.58069
Pp3c11_5070V3.1	50.2661	65.2221	67.3927
Pp3c16_12200V3.3	0	0	0
Pp3c11_20280V3.1	4.60454	8.11202	4.77563
Pp3c11_18810V3.3	4.47808	4.03337	30.6218
Pp3c11_3169V3.1	0.243592	0.698606	0
Pp3c11_1150V3.1	26.6548	17.766	18.2602
Pp3c11_9260V3.1	1.89661	1.68495	0.868683
Pp3c11_6300V3.1	0.231236	0.572859	0.326708
Pp3c11_9580V3.7	0	0	1.25885
Pp3c8_25300V3.1	27.5656	27.854	31.9687
Pp3c11_20447V3.1	2.62457	1.7819	1.80039
Pp3c11_13500V3.1	34.3339	28.4759	18.1935
Pp3c11_19380V3.1	5.1898	3.63987	4.06437
Pp3c11_17220V3.1	21.6983	17.776	18.3157
Pp3c1_14750V3.4	0	0	0
Pp3c11_24870V3.1	26.57	28.9298	21.5935
Pp3c11_12710V3.3	11.8223	11.2591	12.851
Pp3c11_23720V3.1	12.1208	10.2681	16.1886
Pp3c8_20580V3.1	0.310797	1.55909	0
Pp3c11_2110V3.1	5.28181	2.97447	4.16955
Pp3c11_21220V3.1	5.08348	4.43709	4.83634
Pp3c11_7270V3.1	0	0	0
Pp3c11_20890V3.1	2.06417	1.78512	2.49132
Pp3c11_17690V3.2	0	0.683922	1.22639
Pp3c11_12990V3.1	18.4063	19.8393	19.6409
Pp3c11_24980V3.1	1.78367	1.43203	1.26483
Pp3c11_21190V3.1	11.4215	9.69358	9.54602
Pp3c12_18450V3.1	2.47611	2.34525	2.0578
Pp3c11_18250V3.1	5.47151	3.15159	1.54205
Pp3c11_8840V3.3	0	0	2.13057
Pp3c16_6500V3.1	0	0	0
Pp3c11_3190V3.1	0.165248	0.262857	2.64357
Pp3c11_15940V3.1	16.0737	14.7272	25.7399
Pp3c11_22349V3.1	0.144327	0	0
Pp3c12_14945V3.3	0	0	0
Pp3c11_5550V3.1	0	0	0
Pp3c11_11440V3.2	1.13176	0.962569	0
Pp3c11_8230V3.3	0	1.78046	1.40802
Pp3c11_8230V3.1	6.38808	4.32457	3.95603
Pp3c11_18920V3.1	0	0.870069	0
Pp3c11_8700V3.1	31.3002	17.3421	20.2782
Pp3c11_3080V3.1	0	0	0
Pp3c11_25020V3.3	0	0.773663	2.98777
Pp3c11_25020V3.1	2.64649	1.22228	2.23686
Pp3c11_25020V3.2	2.80072	1.67333	0
Pp3c11_26100V3.1	0	0	0
Pp3c14_21170V3.1	5.67025	4.7912	3.81788
Pp3c11_26420V3.1	5.38453	4.27277	7.07494
Pp3c11_4130V3.1	71.9309	72.3747	70.532
Pp3c11_4120V3.1	0.071815	0.239462	0.240845
Pp3c11_21104V3.1	0	0	0
Pp3c11_830V3.6	1.76015	1.18194	3.22858
Pp3c11_830V3.5	0	0	0.90928
Pp3c8_20670V3.1	0	0	0.328945
Pp3c11_830V3.1	3.69654	3.7533	1.55607
Pp3c11_22570V3.1	0	0	0
Pp3c11_22570V3.4	0	0	2.94832
Pp3c18_8570V3.1	2.45096	2.20887	2.81542
Pp3c11_22570V3.2	8.51608	6.4026	2.02909
Pp3c16_13540V3.3	1.02899	0.852747	0
Pp3c11_17450V3.1	17.4174	19.1903	22.2888
Pp3c11_3710V3.1	125.889	125.61	134.567
Pp3c1_23030V3.1	0	0	0
Pp3c11_11330V3.1	10.1541	13.1097	19.2282
Pp3c11_15090V3.1	0	0	0
Pp3c11_4330V3.1	0	0	0
Pp3c11_25960V3.2	0.036721	0	0.20495
Pp3c11_25960V3.1	19.2576	13.1912	13.9792
Pp3c11_25750V3.2	0.243238	0.328444	1.44563
Pp3c11_25750V3.1	0	0	0
Pp3c11_3110V3.6	0.054427	0	0
Pp3c14_20080V3.1	8.84187	11.9971	9.31676
Pp3c11_15000V3.1	59.5485	47.395	56.436
Pp3c11_20430V3.1	4.6541	5.18992	14.1885
Pp3c11_20430V3.2	11.763	10.9648	5.9468
Pp3c11_21500V3.1	0	0	0
Pp3c1_29170V3.1	0.138492	0	0
Pp3c11_9040V3.1	0.970669	0.30485	0.470169
Pp3c11_21061V3.1	0	0	0
Pp3c12_11070V3.1	0.279819	0.579492	0.145061
Pp3c11_8760V3.1	0	0	0
Pp3c8_1150V3.3	9.80814	10.8039	17.1214
Pp3c11_7730V3.1	0.54853	2.02456	0
Pp3c11_17190V3.1	0.242453	0	0.524001
Pp3c11_25530V3.1	25.6984	20.941	13.8246
Pp3c11_1925V3.1	0	0	1.11734
Pp3c14_19550V3.1	1.86147	1.41127	1.31951
Pp3c11_6640V3.2	0	0	1.85295
Pp3c11_19250V3.1	0.525062	1.49557	0.764822
Pp3c12_26090V3.2	1.62165	5.06122	9.38776
Pp3c11_4850V3.1	48.7799	41.4809	38.4442
Pp3c11_22530V3.1	6.1762	4.76613	2.94399
Pp3c11_22150V3.2	0	0	0
Pp3c11_11180V3.3	0	0	5.75828
Pp3c8_13070V3.1	0	0	0
Pp3c14_14590V3.2	0.057627	0.059761	0.095786
Pp3c11_2260V3.1	0	0	0
Pp3c6_9830V3.1	9.00358	10.7351	11.8977
Pp3c11_11790V3.1	1.24919	1.03958	1.00301
Pp3c11_24240V3.4	0	0	0
Pp3c11_24240V3.1	9.13213	8.99117	7.49531
Pp3c11_23150V3.2	0.872248	0	1.69765
Pp3c8_16370V3.4	0	0	0
Pp3c11_23150V3.5	1.96745	4.06524	0.432769
Pp3c11_21750V3.1	39.5318	29.1831	30.3203
Pp3c11_25550V3.1	107.952	83.4998	76.8285
Pp3c11_12210V3.1	0	0.20354	0.370023
Pp3c14_26250V3.3	1.57213	1.49905	1.4289
Pp3c11_17530V3.1	3.91849	3.1003	3.16317
Pp3c11_22430V3.1	0.47344	0.309757	0.269054
Pp3c14_7360V3.2	3.21579	6.44172	0
Pp3c11_8920V3.1	8.18192	7.46314	7.86193
Pp3c11_15160V3.4	0	0	3.87987
Pp3c14_24370V3.1	18.2189	13.1458	14.7768
Pp3c11_15160V3.1	5.18138	4.81966	1.22008
Pp3c11_12280V3.1	19.0617	15.353	17.5595
Pp3c11_23980V3.1	1.64091	1.00153	1.26899
Pp3c11_25452V3.1	0	0	0
Pp3c6_26670V3.2	1.3314	0.273928	0.460288
Pp3c11_20500V3.2	2.21169	1.95001	6.4058
Pp3c11_15540V3.4	0.956407	0.262097	0
Pp3c11_15540V3.2	0	0.203081	0
Pp3c11_5470V3.1	0	0	0
Pp3c11_870V3.1	0	0	0
Pp3c11_9330V3.2	0	0	0
Pp3c11_9330V3.1	0.543741	1.04871	2.57815
Pp3c11_9330V3.3	0.298063	0.24975	0.457127
Pp3c11_24770V3.1	0.721633	0.479711	0.297257
Pp3c11_1380V3.1	0.436804	0.154859	0.43695
Pp3c1_38420V3.1	0	0	0
Pp3c11_9590V3.2	0.808597	0.249297	0
Pp3c11_731V3.1	0	0	0
Pp3c8_17290V3.1	0.078521	0.207182	0.191322
Pp3c11_11580V3.2	0	0	0
Pp3c11_2191V3.1	0	0	0
Pp3c11_7800V3.1	0.987683	1.77485	3.19001
Pp3c11_7720V3.1	0	0.530242	0.727097
Pp3c11_7720V3.2	0.876256	0.114769	0
Pp3c11_5700V3.1	19.0422	18.1658	12.9584
Pp3c11_14221V3.1	0	0	0
Pp3c25_180V3.1	10.9401	9.02722	8.2815
Pp3c11_19760V3.1	92.0572	102.941	70.6154
Pp3c11_19760V3.3	0.058541	0.095322	0.550039
Pp3c11_20550V3.1	7.29069	6.91414	2.64533
Pp3c11_26770V3.1	0	0	0
Pp3c16_12300V3.3	0	0.542684	0
Pp3c25_2510V3.2	0	0	0
Pp3c11_21922V3.1	5.39341	4.23462	4.3607
Pp3c8_21260V3.1	1.87595	1.52202	2.34788
Pp3c11_23650V3.1	1.44079	1.10949	1.66965
Pp3c11_7340V3.2	0	0	0
Pp3c11_8850V3.2	0.133204	0.118928	0
Pp3c11_8850V3.1	0.082567	0	0.381895
Pp3c11_12080V3.2	25.5163	12.4337	162.07
Pp3c12_5770V3.2	0	0	6.52061
Pp3c11_9310V3.1	45.8333	57.065	68.4427
Pp3c11_8270V3.1	19.5795	15.3678	15.4751
Pp3c25_470V3.1	0.440866	0.627648	0.421329
Pp3c11_2580V3.2	0	0	0
Pp3c1_42810V3.1	0.474472	0.308178	0.650753
Pp3c11_8790V3.1	3.63371	2.79428	2.30434
Pp3c11_22720V3.4	1.94373	0.711338	0
Pp3c11_24960V3.1	14.5013	11.1231	10.2895
Pp3c8_14510V3.1	14.1516	15.28	22.3233
Pp3c11_15540V3.1	0.347293	0.111034	0.270816
Pp3c11_15530V3.1	18.455	15.7986	14.9645
Pp3c11_26540V3.1	0	0	0
Pp3c18_4420V3.1	0.541604	0.45635	0.498339
Pp3c11_6080V3.1	1.10469	1.13979	0.936706
Pp3c1_21540V3.1	74.8877	65.3463	93.8817
Pp3c11_12440V3.1	0	0	0
Pp3c11_591V3.1	0	0	0
Pp3c11_800V3.2	0.047926	0	0
Pp3c11_800V3.1	0	0	0.130136
Pp3c11_120V3.1	0	0	0
Pp3c11_4720V3.1	0	0	0
Pp3c16_21900V3.1	1808.42	1943.42	1786.46
Pp3c1_8980V3.1	0	0	0
Pp3c11_25890V3.5	0.220856	0.176867	0.219127
Pp3c11_25890V3.1	11.513	9.97225	14.8142
Pp3c11_18880V3.1	1.39814	1.98862	0.698181
Pp3c11_24210V3.1	0	0.410849	0
Pp3c1_10830V3.2	0	0	1.66824
Pp3c11_24210V3.3	9.38983	7.9758	7.16272
Pp3c11_9190V3.1	0	0	0
Pp3c11_21890V3.9	0	0	0
Pp3c11_21890V3.10	0	0	0
Pp3c11_21890V3.11	2.18681	0.880827	0
Pp3c11_13140V3.1	60.9306	53.8207	65.2809
Pp3c11_6170V3.1	0	0	0
Pp3c11_21790V3.1	18.0612	14.6478	21.3919
Pp3c1_34680V3.1	1.77507	1.04738	0.663109
Pp3c11_26150V3.1	32.4847	26.0999	21.7852
Pp3c11_24150V3.1	0	0	0
Pp3c11_4740V3.1	2.00538	1.81472	2.14366
Pp3c11_4740V3.3	1.79976	0.468354	0.268308
Pp3c11_26760V3.1	2.83642	2.83641	3.22957
Pp3c6_25010V3.1	1.7983	1.87674	2.08632
Pp3c11_480V3.1	0	0	6.71707
Pp3c11_480V3.2	3.03939	3.57437	0.246346
Pp3c11_18730V3.1	13.7512	11.9506	13.4495
Pp3c11_24620V3.3	0.145599	0.377906	0.498086
Pp3c14_25780V3.2	1.64556	2.56535	0.610774
Pp3c11_17140V3.1	0	0	0
Pp3c11_14590V3.2	0.454077	0.605269	0.154767
Pp3c11_24200V3.1	3.24336	3.37404	3.26865
Pp3c11_4840V3.1	0.177482	0.129353	0.080118
Pp3c11_15990V3.1	0	0	0
Pp3c11_15990V3.2	9.32066	7.17131	8.38967
Pp3c1_36090V3.7	0	0	0
Pp3c11_18670V3.7	0	0	8.7563
Pp3c11_18670V3.6	0.34316	0.259377	0.774147
Pp3c16_19200V3.1	13.5094	11.5926	16.9502
Pp3c11_18670V3.1	11.4011	10.0618	5.45237
Pp3c11_2120V3.2	0.739658	1.58181	4.89118
Pp3c6_15900V3.1	11.4096	11.1852	14.2998
Pp3c11_2120V3.5	0	0	0
Pp3c6_21060V3.1	13.6968	16.9089	6.51279
Pp3c11_19730V3.2	0	7.93164	0
Pp3c11_5820V3.1	0.122192	0	0
Pp3c11_2770V3.1	1.21612	0.646509	0.933999
Pp3c11_19670V3.1	0	0	0
Pp3c11_19670V3.4	0	0	0
Pp3c18_13471V3.1	0	0	0.328945
Pp3c1_20100V3.1	51.5611	38.8585	43.2125
Pp3c11_2920V3.1	5.86841	6.58004	6.21181
Pp3c11_11679V3.1	0	0	0
Pp3c1_13570V3.1	39.7533	28.739	24.0169
Pp3c11_21910V3.2	0	0	0
Pp3c8_19610V3.2	5.10305	3.7385	3.56006
Pp3c11_2750V3.1	0	0	0
Pp3c11_24550V3.1	0	0	0
Pp3c11_13020V3.1	0	0	0
Pp3c11_17182V3.1	0.749842	0.196674	0.378157
Pp3c16_12820V3.3	0	0	0
Pp3c11_2320V3.1	0	0	0
Pp3c11_2680V3.1	0	0	0
Pp3c11_25130V3.1	48.5701	54.4212	40.9677
Pp3c12_18590V3.1	38.2797	34.6314	31.5401
Pp3c11_9450V3.1	1.55636	1.30694	0.839356
Pp3c11_16270V3.1	1.60147	0	0
Pp3c11_16270V3.2	0	0	2.5279
Pp3c11_3130V3.1	9.32194	10.3785	11.4015
Pp3c1_25430V3.3	0	0	0
Pp3c11_5230V3.1	19.3216	17.3186	13.7571
Pp3c11_19629V3.1	0.583717	0.317754	0.381947
Pp3c11_6020V3.1	2.51515	1.36173	1.05101
Pp3c11_6020V3.2	1.7939	1.46963	0.896035
Pp3c1_23900V3.3	74.7034	19.3577	361.989
Pp3c11_250V3.1	0	0	0
Pp3c11_12670V3.1	0	0	0
Pp3c11_9871V3.1	0	0	0
Pp3c11_21670V3.1	13.4264	13.4745	10.8644
Pp3c8_990V3.7	0	0	0
Pp3c14_16110V3.1	1.55958	1.14131	0.715751
Pp3c11_11830V3.1	10.4941	7.45496	7.15046
Pp3c11_3750V3.1	32.481	35.7742	36.9873
Pp3c11_25868V3.1	0.131909	0.755842	0.447909
Pp3c11_9140V3.1	0.04614	0.063189	0
Pp3c11_19170V3.1	189.95	182.055	222.396
Pp3s52_50V3.1	0	0	0
Pp3c11_9160V3.1	0	0	0
Pp3c11_22080V3.1	0	0	0
Pp3c11_2824V3.1	1.86829	1.73649	2.15301
Pp3c11_25140V3.1	8.67312	7.07911	6.43446
Pp3c12_5620V3.1	0	0	0
Pp3c11_25370V3.1	0	0	0
Pp3c11_9120V3.1	100.934	90.6412	74.199
Pp3c11_22100V3.1	0.317714	0	0
Pp3c11_7980V3.1	0.483391	0.504895	0.970419
Pp3c11_19050V3.1	0	0	0
Pp3c12_8350V3.2	0.136064	0.088272	0.095383
Pp3c11_2890V3.3	1.112	0.867972	0.243329
Pp3c12_14370V3.1	8.76664	7.60907	0.909829
Pp3c11_14840V3.1	0	0	0
Pp3c11_17790V3.1	0	0	0
Pp3c16_23380V3.1	0.024371	0.016391	0.113041
Pp3c25_6420V3.1	0	0	0
Pp3c11_13040V3.1	7.47949	6.0552	3.20101
Pp3c6_4780V3.4	8.91569	6.47716	0.52984
Pp3c1_16920V3.4	0	0	0.93608
Pp3c11_559V3.1	4.72762	2.36042	3.34446
Pp3c11_14170V3.1	0.563172	1.66122	0
Pp3c11_19720V3.1	18.4678	13.6181	17.0741
Pp3c11_310V3.1	0	0	0
Pp3c11_10100V3.2	0	0	0
Pp3c12_14100V3.1	0	0	0
Pp3c11_25080V3.2	0	1.20864	0
Pp3c11_25080V3.1	8.17449	5.70864	6.03741
Pp3c11_26590V3.1	2.41925	1.86163	1.91546
Pp3c1_41250V3.1	0.335916	0.31	0.604083
Pp3c11_2031V3.1	10.1348	16.1417	3.23167
Pp3c11_10129V3.1	0	0	0
Pp3c8_19160V3.1	49.2154	76.3241	67.9231
Pp3c8_14860V3.1	6.22252	4.94404	3.44025
Pp3c11_26000V3.1	19.2491	14.7907	16.3084
Pp3c11_17210V3.1	14.7109	11.8678	8.97121
Pp3c11_17210V3.4	7.35542	6.04106	10.6358
Pp3c11_6700V3.3	0	0	0
Pp3c11_6700V3.4	0	0	0
Pp3c25_14890V3.2	1.20084	0.428811	1.69034
Pp3c11_6700V3.5	0.198964	0.215699	0
Pp3c14_4960V3.2	13.4866	12.4116	7.24237
Pp3c11_22244V3.1	14.3911	15.9598	13.3987
Pp3c11_630V3.1	205.418	218.887	240.316
Pp3c11_27010V3.1	0	0	0
Pp3c11_3650V3.1	0	0	0
Pp3c11_24013V3.1	2.28916	1.77171	1.8092
Pp3c14_19700V3.2	5.08243	4.89654	2.6841
Pp3c11_2710V3.2	3.56447	3.66809	3.09127
Pp3c11_2710V3.1	0.924542	0.722895	0
Pp3c11_26250V3.1	0	0	0
Pp3c11_17020V3.5	0	0	0
Pp3c11_17020V3.16	0	0	0
Pp3c11_27030V3.1	0	0	0
Pp3c11_25930V3.1	1.54684	1.81011	3.16513
Pp3c11_25930V3.4	0.132594	0.723578	0.68567
Pp3c12_18290V3.5	0	0	0
Pp3c11_25930V3.2	3.01762	1.31719	1.91589
Pp3c11_7060V3.1	2.04536	2.03807	3.29677
Pp3c11_11890V3.1	0	0	0
Pp3c11_26270V3.1	0	0	0
Pp3c1_2960V3.4	0	0	0
Pp3c11_5350V3.1	10.1317	8.7757	9.52602
Pp3c11_4240V3.1	0	0	0
Pp3c14_26160V3.1	4.80742	4.6694	5.43885
Pp3c11_2990V3.1	0.950275	1.12838	1.39551
Pp3c11_26570V3.1	0	0	0
Pp3c25_5850V3.1	0.342881	0.17312	0.290285
Pp3c1_18090V3.1	6.30471	5.05975	7.06421
Pp3c11_22300V3.1	38.7593	38.319	56.3779
Pp3c14_19320V3.1	168.803	171.741	173.255
Pp3c11_26110V3.1	0	0.022781	0
Pp3c11_16390V3.5	5.36929	5.10499	7.98802
Pp3c11_16390V3.4	0	0	0
Pp3c11_16390V3.2	0.727652	0.704524	0
Pp3c11_9050V3.1	0	0	0
Pp3c11_3010V3.7	0	1.4031	0
Pp3c11_3010V3.2	1.59211	1.24586	1.45303
Pp3c11_3010V3.1	4.05994	3.12868	1.30576
Pp3c11_5420V3.1	0.056117	0.153546	0.104334
Pp3c6_4410V3.1	0	0	0
Pp3c11_23000V3.2	0	0	0
Pp3c11_23000V3.3	0.210041	0	0.228297
Pp3c11_23000V3.1	6.81574	4.42023	4.10194
Pp3c11_17900V3.4	0.040106	0.076308	0
Pp3c11_4150V3.1	0	0	0
Pp3c11_10580V3.1	0	0	0
Pp3c11_17870V3.1	0.886709	0.422009	1.88907
Pp3c11_12320V3.6	2.49856	1.35494	1.20004
Pp3c11_17870V3.2	5.52461	4.0761	1.71109
Pp3c11_23790V3.1	0	0	0
Pp3c11_10700V3.1	0	0.159347	0
Pp3c11_7511V3.1	0	0	0
Pp3c11_23680V3.1	35.2261	31.1302	29.794
Pp3c8_13280V3.1	3.69408	5.46089	8.22061
Pp3c11_18190V3.1	1.67278	1.40068	1.36328
Pp3c11_17860V3.3	0	0.24142	0
Pp3c11_18700V3.1	23.2671	18.2475	18.4063
Pp3c11_24180V3.1	0.164576	0	0
Pp3c11_24180V3.2	0	0.095354	0
Pp3c11_16900V3.1	19.6657	15.5902	16.5425
Pp3c11_25820V3.1	2.96562	2.51148	2.58544
Pp3c11_4360V3.1	1.70631	1.28121	2.54559
Pp3c11_19480V3.1	0	0	0
Pp3c11_19480V3.2	0.247615	0.332188	0.091438
Pp3c11_6250V3.1	1.6016	1.06303	0.447274
Pp3c11_5950V3.1	0	0	0
Pp3c11_23749V3.1	0	0	0
Pp3c11_15750V3.1	0	0	0
Pp3c8_17420V3.2	0	0	0
Pp3c11_18140V3.1	0.295179	0.135008	0
Pp3c11_10560V3.2	0	0	0
Pp3c11_10560V3.1	0.597922	0.849888	0.657074
Pp3c11_22580V3.1	16.1162	17.1687	21.9936
Pp3c11_8260V3.1	5.86516	5.17964	4.75068
Pp3c11_17810V3.1	1.29871	1.55717	0.789405
Pp3c11_22980V3.1	102.691	80.7822	149.326
Pp3c11_22980V3.4	69.4571	63.765	16.4458
Pp3c11_22980V3.6	0	2.22373	0
Pp3c11_22980V3.5	4.61681	3.05928	2.61186
Pp3c11_1170V3.5	0	0	1.63788
Pp3c11_1170V3.1	2.67664	1.91419	0
Pp3c11_540V3.11	5.86246	2.48741	11.167
Pp3c11_540V3.8	0	0	0
Pp3c11_540V3.6	0	0	0
Pp3c11_540V3.4	15.452	11.9208	6.03535
Pp3c11_540V3.1	9.66503	6.08771	6.07974
Pp3c1_37120V3.1	0	0	0
Pp3c11_24880V3.5	5.38081	4.80917	4.08581
Pp3c11_24880V3.1	0	0.361148	0
Pp3c11_24880V3.2	4.02815	2.87509	3.72881
Pp3c6_20720V3.1	0.007319	0	0
Pp3c8_24950V3.2	25.6196	28.98	41.8015
Pp3c11_2020V3.2	0	0	0.34088
Pp3c11_2020V3.3	0	0	0
Pp3c11_17060V3.1	0	0	0
Pp3c6_9570V3.1	2.34179	2.3773	2.5238
Pp3c11_760V3.5	0	0	0.253226
Pp3c11_760V3.1	0	0	0
Pp3c11_760V3.6	0	0	0
Pp3c11_760V3.3	0.159483	0	0
Pp3c11_760V3.7	0	0.2261	0
Pp3c11_15790V3.7	149.943	104.037	97.7493
Pp3c11_15790V3.6	0	12.8731	60.5224
Pp3c11_15790V3.5	0	0	0
Pp3c11_15790V3.3	0	0	0
Pp3c11_15790V3.1	370.579	302.031	186.864
Pp3c11_13820V3.1	0	0	0
Pp3c11_22860V3.1	3.17834	2.73867	2.9575
Pp3c11_5670V3.2	0.033753	0.030788	0.08965
Pp3c11_4980V3.1	26.6804	26.0563	23.4891
Pp3c11_5330V3.2	0	0	0.07291
Pp3c11_11540V3.1	10.1799	8.64314	18.7065
Pp3c11_14169V3.1	0.308108	1.94424	0.625116
Pp3c11_18656V3.1	0	0	11.3052
Pp3c11_7290V3.1	0	0	0
Pp3c11_1910V3.1	0	0	0
Pp3c11_16180V3.1	4.87944	3.18659	3.80112
Pp3c11_8440V3.1	0.149032	0.24975	1.37138
Pp3c11_2240V3.1	10.1158	7.69164	4.60048
Pp3c11_26050V3.1	5.50624	5.50985	4.85685
Pp3c11_15600V3.4	0	0	0
Pp3c11_15600V3.3	0	0	0
Pp3c11_15600V3.1	1.16494	0.884832	0.392612
Pp3c11_3690V3.4	0	0	85.2229
Pp3c11_3690V3.3	0	0	0
Pp3c11_3690V3.1	473.097	468.379	399.069
Pp3c11_25123V3.1	0	0	0
Pp3c11_3620V3.1	1.71435	4.18247	12.302
Pp3c8_6510V3.2	0.042559	0.032124	0.098672
Pp3c11_22030V3.1	0	0	4.82749
Pp3c11_22030V3.2	0	0	0
Pp3c6_12860V3.1	0	0	0
Pp3c11_22030V3.3	9.65084	9.3941	6.97081
Pp3c11_9550V3.1	0	0.080789	0
Pp3c11_9550V3.2	0.138441	0	0
Pp3c1_3771V3.1	0	0	0
Pp3c11_10230V3.1	12.2007	12.5231	11.5171
Pp3c11_16980V3.1	0.055538	0.04185	0
Pp3c11_11060V3.4	0.422713	0	0
Pp3c11_15500V3.1	0.130124	0.053948	0
Pp3c6_9970V3.2	0.023365	0.016007	0
Pp3c11_15239V3.1	0	0	0
Pp3c11_19370V3.3	0	0	0
Pp3c11_19370V3.1	3.41347	2.91064	5.09868
Pp3c6_4598V3.1	0	0	0
Pp3c11_11870V3.1	0	0	0
Pp3c18_20830V3.1	0.339571	0.260282	0.553912
Pp3c11_21070V3.1	0	0	0
Pp3c11_21070V3.2	0	0.064255	0
Pp3c11_24450V3.3	0	0	0
Pp3c11_16940V3.1	7.96614	6.75262	6.67757
Pp3c11_24450V3.1	0	0	0
Pp3c8_18170V3.2	2.05036	1.22248	5.38797
Pp3c11_17360V3.1	0	0	0
Pp3c11_25570V3.4	0	0	2.57997
Pp3c11_25570V3.1	2.71766	1.79263	0
Pp3c11_12640V3.1	2.998	2.55046	3.08071
Pp3c11_9540V3.4	0	0	0
Pp3c11_9540V3.5	0.187099	1.0917	0
Pp3c11_9540V3.6	0	1.72208	0
Pp3c11_9540V3.9	0	0	0
Pp3c8_9570V3.10	2.05269	1.40711	0.488885
Pp3c11_9540V3.1	1.54001	0	1.70305
Pp3c14_9170V3.4	0	0	0
Pp3c11_14193V3.1	0	0	0
Pp3c11_23570V3.2	0	0	1.90362
Pp3c11_23570V3.1	5.23261	5.91938	3.22311
Pp3c11_1030V3.1	23.9202	20.6217	19.5764
Pp3c11_20560V3.1	16.0455	16.6683	19.6734
Pp3c16_13060V3.1	2.12087	2.82598	3.09056
Pp3c11_25340V3.1	6.20294	5.40076	5.63942
Pp3c8_21600V3.1	8.62493	5.58521	11.4131
Pp3c11_14050V3.1	7.52477	10.3792	7.76686
Pp3c11_11650V3.1	0	0	0
Pp3c11_11650V3.2	0	0	0
Pp3c11_19460V3.1	1.50536	0.982769	0.794203
Pp3c11_21510V3.3	0	0	3.29674
Pp3c11_21510V3.2	2.52607	0.837124	4.29606
Pp3c11_25861V3.1	1.09441	1.50959	3.79032
Pp3c11_23942V3.1	0	0	0
Pp3c11_2510V3.1	2.39814	1.26937	2.40496
Pp3c11_2510V3.2	2.44185	3.1613	1.47218
Pp3c11_9230V3.1	0	0	0
Pp3c14_7690V3.1	0	0.158677	0
Pp3c11_23560V3.1	0.022732	0.020484	0.040191
Pp3c11_23560V3.2	0	0	0
Pp3c11_25630V3.1	0	0	0
Pp3c11_25500V3.3	0	0.170647	0
Pp3c11_18969V3.1	0	0.097188	0
Pp3c11_17150V3.1	3.28644	3.07482	3.16837
Pp3c11_11020V3.1	8.2283	10.5126	5.03079
Pp3c1_24550V3.1	0.084623	0.146254	0.142028
Pp3c11_23740V3.2	0.685743	0	0
Pp3c11_23740V3.5	0	0.556	0.450232
Pp3c11_9800V3.2	3.1621	2.62755	1.73476
Pp3c11_23150V3.3	0	0	0
Pp3c11_9800V3.1	0.361916	0.187863	0.048556
Pp3c11_8970V3.1	0	0	0
Pp3c11_17960V3.3	0	0	0
Pp3c11_17960V3.4	3.1004	0	0
Pp3c11_17960V3.5	1.20246	0	0
Pp3c11_17960V3.1	6.19837	9.15294	14.3979
Pp3c11_5720V3.3	0	0.752733	1.87588
Pp3c12_10080V3.4	0	0.054647	0
Pp3c11_5497V3.1	0	0	0
Pp3c11_17370V3.1	0	0	0
Pp3c11_17370V3.2	0	0	0
Pp3c6_19770V3.1	9.55067	8.28748	7.37569
Pp3c11_3390V3.1	0.567566	0.390078	0.362941
Pp3c11_9750V3.13	0	0	0
Pp3c16_16630V3.1	8.72219	4.67801	7.44371
Pp3c11_9750V3.1	0	0	0
Pp3c11_9750V3.9	3.6249	3.65255	4.33917
Pp3c11_7750V3.1	1.21807	4.5748	3.87159
Pp3c8_12014V3.3	0	0	0.581818
Pp3c11_7888V3.15	0	0	0
Pp3c16_8280V3.1	7.63615	6.66875	10.6253
Pp3c8_3600V3.1	22.7224	16.0293	14.1471
Pp3c11_7888V3.5	0	0	0.66555
Pp3c11_7888V3.10	0	0	0
Pp3c11_7888V3.9	0	0	0
Pp3c11_7888V3.4	0	0	0
Pp3c11_17539V3.1	0	0	0
Pp3c11_25880V3.1	9.66345	12.8085	19.829
Pp3c11_30V3.1	0	0	0
Pp3c11_11910V3.4	10.1816	10.0697	10.8497
Pp3c11_24840V3.1	2.18882	5.87062	3.03226
Pp3c1_3140V3.4	1.99426	1.55354	3.18109
Pp3c11_23220V3.1	93.5776	106.602	90.9751
Pp3c18_10610V3.1	16.4186	14.6226	12.2222
Pp3c11_21780V3.1	0.790403	0.665798	0.472442
