Name	CUTOZ	CUTPA	CUTPB	CUTPC	CUTPG	CUTPH
jgi|MoeNVP64_1|371463|gm1.10767_g	0	0	0	0	0	0.033425
jgi|MoeNVP64_1|371459|gm1.10763_g	0	0	0	0.103969	0.123778	0.421416
jgi|MoeNVP64_1|371397|gm1.10701_g	0	0	0	0	0.215364	0.336867
jgi|MoeNVP64_1|371369|gm1.10673_g	0	0	0	0	0	0
jgi|MoeNVP64_1|371262|gm1.10566_g	0	0	0	0	0	0.017198
jgi|MoeNVP64_1|371165|gm1.10469_g	0	0	0	0	0	0
jgi|MoeNVP64_1|371162|gm1.10466_g	0	0	0	0	0.026186	0.046289
jgi|MoeNVP64_1|371043|gm1.10347_g	0	0	0	0.220375	0.281944	0.23659
jgi|MoeNVP64_1|385363|estExt_Genemark1.C_210153	0	0	0	0.036175	0.012191	0.100276
jgi|MoeNVP64_1|371042|gm1.10346_g	0	0	0	0.027208	0.136958	1.01074
jgi|MoeNVP64_1|371029|gm1.10333_g	0	0	0	0.209821	0.034838	0.791097
jgi|MoeNVP64_1|370967|gm1.10271_g	0	0	0	1.66015	0.547637	9.31981
jgi|MoeNVP64_1|370931|gm1.10235_g	0	0	0	0	0	0
jgi|MoeNVP64_1|370918|gm1.10222_g	0	0	0	0.095089	0.031716	0.857979
jgi|MoeNVP64_1|370841|gm1.10145_g	0	0	0	0	0	0.08263
jgi|MoeNVP64_1|370780|gm1.10084_g	0	0	0	0	0	0
jgi|MoeNVP64_1|370776|gm1.10080_g	0	0	0	0	0	0
jgi|MoeNVP64_1|370772|gm1.10076_g	0	0	0	0	0	0
jgi|MoeNVP64_1|370709|gm1.10013_g	0	0	0	0	0	0
jgi|MoeNVP64_1|370523|gm1.9827_g	0	0	0	0.832889	1.74909	9.26465
jgi|MoeNVP64_1|370456|gm1.9760_g	0	0	0	1.69064	1.39134	14.11
jgi|MoeNVP64_1|370424|gm1.9728_g	0	0	0	1.22205	0.511889	3.9649
jgi|MoeNVP64_1|370340|gm1.9644_g	0	0	0	1.70437	0.560015	4.21283
jgi|MoeNVP64_1|370208|gm1.9512_g	0	0	0	0.174191	0.073066	2.50879
jgi|MoeNVP64_1|370193|gm1.9497_g	0	0	0	0.02334	0	0.027856
jgi|MoeNVP64_1|370188|gm1.9492_g	0	0	0	0.504796	0.325494	1.99597
jgi|MoeNVP64_1|37012|CE36491_735	0.037446	0.033136	0.008561	1.6239	0.403164	3.79712
jgi|MoeNVP64_1|370128|gm1.9432_g	0	0	0.016946	11.4587	6.89145	49.4126
jgi|MoeNVP64_1|370018|gm1.9322_g	0	0	0	0	0	0
jgi|MoeNVP64_1|369995|gm1.9299_g	0	0	0	0.828156	0.348333	5.31936
jgi|MoeNVP64_1|369963|gm1.9267_g	0	0	0	0	0	0
jgi|MoeNVP64_1|369952|gm1.9256_g	0	0	0	0	0	0
jgi|MoeNVP64_1|369826|gm1.9130_g	0	0	0	0.265665	0	0
jgi|MoeNVP64_1|369713|gm1.9017_g	0	0	0	0.041425	0.077537	0.846824
jgi|MoeNVP64_1|375965|estExt_Genemark1.C_2_t20058	0	0	0	0	0	0
jgi|MoeNVP64_1|369706|gm1.9010_g	0	0	0	0	0	0
jgi|MoeNVP64_1|369685|gm1.8989_g	0	0	0	0	0	0
jgi|MoeNVP64_1|369682|gm1.8986_g	0	0	0	0	0	0
jgi|MoeNVP64_1|372202|gm1.11506_g	0	0	0	0.288282	0.11147	1.0173
jgi|MoeNVP64_1|369654|gm1.8958_g	0	0	0	0	0	0
jgi|MoeNVP64_1|369590|gm1.8894_g	0	0	0	0	0	0.020121
jgi|MoeNVP64_1|369493|gm1.8797_g	51.2783	31.7066	26.5822	59.2626	326.274	52.3655
jgi|MoeNVP64_1|369483|gm1.8787_g	0	0	0	0	0	0
jgi|MoeNVP64_1|369476|gm1.8780_g	0	0.077847	0	0	0	0
jgi|MoeNVP64_1|369309|gm1.8613_g	0	0	0	0.041724	0.063556	0.297202
jgi|MoeNVP64_1|369305|gm1.8609_g	0	0	0	0	0	0
jgi|MoeNVP64_1|369246|gm1.8550_g	0	0	0	0.059794	0	0.01778
jgi|MoeNVP64_1|369056|gm1.8360_g	0	0	0	1.12609	1.04274	5.7908
jgi|MoeNVP64_1|369055|gm1.8359_g	0	0	0	0.919343	0.630918	3.2386
jgi|MoeNVP64_1|369010|gm1.8314_g	0	0	0	0	0.026293	0.067741
jgi|MoeNVP64_1|369005|gm1.8309_g	0	0	0	0	0	0.080482
jgi|MoeNVP64_1|368969|gm1.8273_g	0	0	0	0	0	0.047706
jgi|MoeNVP64_1|368962|gm1.8266_g	0	0	0	0.164828	0.124409	1.08587
jgi|MoeNVP64_1|368939|gm1.8243_g	0	0	0	0.009798	0	0.058147
jgi|MoeNVP64_1|368909|gm1.8213_g	0	0	0	0	0	0
jgi|MoeNVP64_1|368906|gm1.8210_g	0	0	0	0	0	0
jgi|MoeNVP64_1|368868|gm1.8172_g	0	0	0	0	0	0
jgi|MoeNVP64_1|368822|gm1.8126_g	0	0	0	0	0	0
jgi|MoeNVP64_1|368813|gm1.8117_g	0	0	0	0	0	0
jgi|MoeNVP64_1|368781|gm1.8085_g	0	0	0	0	0.013875	0
jgi|MoeNVP64_1|368746|gm1.8050_g	0	0	0	0	0	0
jgi|MoeNVP64_1|368745|gm1.8049_g	0	0	0	0	0	0.459234
jgi|MoeNVP64_1|368736|gm1.8040_g	0	0	0	0	0	0
jgi|MoeNVP64_1|372025|gm1.11329_g	0	0	0	0	0	0
jgi|MoeNVP64_1|368705|gm1.8009_g	0	0	0	0	0	0
jgi|MoeNVP64_1|368619|gm1.7923_g	0	0	0	0	0	0
jgi|MoeNVP64_1|368551|gm1.7855_g	0	0	0	0	0.468953	0.76539
jgi|MoeNVP64_1|36853|CE36332_474	0	0	0	0.041513	0.007095	0.131234
jgi|MoeNVP64_1|368469|gm1.7773_g	0	0	0	0	0	0
jgi|MoeNVP64_1|368453|gm1.7757_g	0	0	0	0.022729	0.046045	0.107976
jgi|MoeNVP64_1|368333|gm1.7637_g	0	0	0	0	0	0
jgi|MoeNVP64_1|368316|gm1.7620_g	0	0	0	0	0	0
jgi|MoeNVP64_1|368279|gm1.7583_g	0	0	0	0	0	0
jgi|MoeNVP64_1|368234|gm1.7538_g	0	0	0	0.229001	0.138197	0.778439
jgi|MoeNVP64_1|36821|CE36300_2363	0	0	0	0.060214	0.046229	0.258826
jgi|MoeNVP64_1|368219|gm1.7523_g	0	0	0	0	0	0
jgi|MoeNVP64_1|368195|gm1.7499_g	0	0	0	0.218731	0.19364	1.12295
jgi|MoeNVP64_1|368177|gm1.7481_g	0	0	0	0.218907	0.405626	1.04028
jgi|MoeNVP64_1|368169|gm1.7473_g	0	0	0	0.271804	0.17878	2.89172
jgi|MoeNVP64_1|368027|gm1.7331_g	0	0	0	0.066525	0.109077	0.886183
jgi|MoeNVP64_1|367882|gm1.7186_g	0	0	0	0.026024	0	0.025728
jgi|MoeNVP64_1|367868|gm1.7172_g	0	0	0	0	0	0.011107
jgi|MoeNVP64_1|367804|gm1.7108_g	0	0	0	0.073739	0.123802	0.691324
jgi|MoeNVP64_1|367793|gm1.7097_g	0	0	0	0.010206	0.020742	0.060578
jgi|MoeNVP64_1|367786|gm1.7090_g	0	0	0	0	0	0
jgi|MoeNVP64_1|367769|gm1.7073_g	0	0	0	0	0	0
jgi|MoeNVP64_1|367737|gm1.7041_g	0	0	0	0.031982	0	0
jgi|MoeNVP64_1|367692|gm1.6996_g	0	0	0	0	0.169342	0.500565
jgi|MoeNVP64_1|59397|CE58876_1180	0	0	0	0.093794	0.107975	0.868004
jgi|MoeNVP64_1|367649|gm1.6953_g	0	0	0	0	0	0
jgi|MoeNVP64_1|367644|gm1.6948_g	0	0	0	0.109785	0.133584	0.840851
jgi|MoeNVP64_1|367575|gm1.6879_g	0	0	0	0	0	0
jgi|MoeNVP64_1|367529|gm1.6833_g	0	0	0	0.314362	0.242006	2.00668
jgi|MoeNVP64_1|367526|gm1.6830_g	0	0	0	0	0	0
jgi|MoeNVP64_1|367386|gm1.6690_g	0	0	0	0	0	0
jgi|MoeNVP64_1|367367|gm1.6671_g	0	0	0	8.59644	1.67168	24.6996
jgi|MoeNVP64_1|367308|gm1.6612_g	0	0	0	0.071444	0.020742	0.327122
jgi|MoeNVP64_1|367298|gm1.6602_g	0	0	0	0	0	0.334247
jgi|MoeNVP64_1|367217|gm1.6521_g	0	0	0	0.052508	0.172024	0.717668
jgi|MoeNVP64_1|367213|gm1.6517_g	0	0	0	0	0.175772	0.32785
jgi|MoeNVP64_1|367189|gm1.6493_g	0	0	0	0	0	0
jgi|MoeNVP64_1|367179|gm1.6483_g	0	0	0	0.444011	0.480635	2.59593
jgi|MoeNVP64_1|367177|gm1.6481_g	0	0	0	0	0	0.020284
jgi|MoeNVP64_1|367103|gm1.6407_g	0.050063	0	0	137.368	46.2769	636.072
jgi|MoeNVP64_1|367069|gm1.6373_g	0	0	0	0	0	0
jgi|MoeNVP64_1|367019|gm1.6323_g	0	0	0	0	0	0
jgi|MoeNVP64_1|366969|gm1.6273_g	0	0	0	4.06496	3.41815	25.755
jgi|MoeNVP64_1|366917|gm1.6221_g	0	0	0	0.105311	0.023683	0.33357
jgi|MoeNVP64_1|388033|fgenesh1_pm.9_#_80	0	0	0	0.041624	0	0.173693
jgi|MoeNVP64_1|366869|gm1.6173_g	0	0	0	0	0	0
jgi|MoeNVP64_1|366796|gm1.6100_g	0	0.137324	0	54.4045	17.71	240.698
jgi|MoeNVP64_1|366789|gm1.6093_g	0	0	0	2.39294	0.521369	19.9122
jgi|MoeNVP64_1|366726|gm1.6030_g	0	0	0	52.4323	12.8433	316.878
jgi|MoeNVP64_1|366678|gm1.5982_g	0	0	0	0	0.052396	0.032236
jgi|MoeNVP64_1|366582|gm1.5886_g	0	0	0	2.65285	0.949969	12.737
jgi|MoeNVP64_1|366511|gm1.5815_g	0	0	0	0	0	0
jgi|MoeNVP64_1|366489|gm1.5793_g	0	0	0	1.39461	0.462945	7.53475
jgi|MoeNVP64_1|366469|gm1.5773_g	0	0	0	0	0.067047	0.211467
jgi|MoeNVP64_1|366454|gm1.5758_g	0	0	0	0	0	0
jgi|MoeNVP64_1|366398|gm1.5702_g	0	0	0	0.259695	0.28039	0.595038
jgi|MoeNVP64_1|366334|gm1.5638_g	0	0	0	0.814104	2.13299	6.14141
jgi|MoeNVP64_1|366197|gm1.5501_g	0	0	0	0.380613	0	0
jgi|MoeNVP64_1|366151|gm1.5455_g	0	0	0	0.514579	0	3.85781
jgi|MoeNVP64_1|366100|gm1.5404_g	0	0	0	0	0	0
jgi|MoeNVP64_1|366077|gm1.5381_g	0	0	0	6.70382	2.24494	30.0232
jgi|MoeNVP64_1|366074|gm1.5378_g	0	0	0	0.686507	0.570387	2.39943
jgi|MoeNVP64_1|365927|gm1.5231_g	0	0	0	0	0	0
jgi|MoeNVP64_1|365802|gm1.5106_g	0	0	0	0	0	0.007978
jgi|MoeNVP64_1|365729|gm1.5033_g	0	0	0	0	0	0.013584
jgi|MoeNVP64_1|365661|gm1.4965_g	0	0	0	0	0	0
jgi|MoeNVP64_1|365655|gm1.4959_g	0	0	0	0	0.868508	6.49029
jgi|MoeNVP64_1|365641|gm1.4945_g	0	0	0	0	0	0
jgi|MoeNVP64_1|365617|gm1.4921_g	0	0	0	0	0	0
jgi|MoeNVP64_1|365587|gm1.4891_g	0	0	0	0	0	0
jgi|MoeNVP64_1|365564|gm1.4868_g	0	0	0	0	0	0
jgi|MoeNVP64_1|365545|gm1.4849_g	0	0	0	0	0	0
jgi|MoeNVP64_1|365534|gm1.4838_g	0	0	0	0.057508	0	0.104427
jgi|MoeNVP64_1|365524|gm1.4828_g	0	0	0	0	0	0
jgi|MoeNVP64_1|365438|gm1.4742_g	0	0	0	0	0	0.05432
jgi|MoeNVP64_1|367785|gm1.7089_g	0	0	0	0	0	0
jgi|MoeNVP64_1|365412|gm1.4716_g	0	0	0	0	0	0
jgi|MoeNVP64_1|384906|estExt_Genemark1.C_190178	0	0	0	1.1161	1.30905	8.04767
jgi|MoeNVP64_1|365391|gm1.4695_g	0	0	0	0	0	0
jgi|MoeNVP64_1|365380|gm1.4684_g	0	0	0	0	0	0
jgi|MoeNVP64_1|365331|gm1.4635_g	0	0	0	0	0	0
jgi|MoeNVP64_1|365330|gm1.4634_g	0	0	0	0	0	0.168403
jgi|MoeNVP64_1|365262|gm1.4566_g	0	0	0	0	0	0.022068
jgi|MoeNVP64_1|365241|gm1.4545_g	0	0	0	0.038575	0.152973	0.815839
jgi|MoeNVP64_1|365221|gm1.4525_g	0	0	0	0.269231	0.118239	0.572713
jgi|MoeNVP64_1|365215|gm1.4519_g	0	0	0	0	0	0
jgi|MoeNVP64_1|365132|gm1.4436_g	0	0	0	0.361132	0.150809	1.26354
jgi|MoeNVP64_1|364952|gm1.4256_g	0	0	0	0.977498	0.473709	2.6889
jgi|MoeNVP64_1|364892|gm1.4196_g	0	0	0	0.248094	0.220681	1.80542
jgi|MoeNVP64_1|369979|gm1.9283_g	0	0	0	0	0	0
jgi|MoeNVP64_1|364880|gm1.4184_g	0	0	0	0	0	0.08087
jgi|MoeNVP64_1|364878|gm1.4182_g	0	0	0	0.968116	0.419248	3.79092
jgi|MoeNVP64_1|364820|gm1.4124_g	0	0	0	0	0.054741	0.05308
jgi|MoeNVP64_1|399789|MIX7035_2_30	0	0	0	0	0	0
jgi|MoeNVP64_1|364784|gm1.4088_g	0	0	0	0	0	0
jgi|MoeNVP64_1|364727|gm1.4031_g	0	0	0	0	0	0
jgi|MoeNVP64_1|364678|gm1.3982_g	0	0	0	0	0	0
jgi|MoeNVP64_1|364671|gm1.3975_g	0	0	0	0.421111	0.492665	1.57238
jgi|MoeNVP64_1|364651|gm1.3955_g	0	0	0	0.110359	0	0.136765
jgi|MoeNVP64_1|364632|gm1.3936_g	0	0	0	0	0	0.238189
jgi|MoeNVP64_1|364622|gm1.3926_g	0	0	0	0	0	0.153078
jgi|MoeNVP64_1|364575|gm1.3879_g	0	0	0	0.40482	0.227858	1.92206
jgi|MoeNVP64_1|364514|gm1.3818_g	0	0	0	0	0	0
jgi|MoeNVP64_1|364481|gm1.3785_g	0	0	0	0	0	0
jgi|MoeNVP64_1|364358|gm1.3662_g	0	0	0	3.35581	0.60952	27.7095
jgi|MoeNVP64_1|364265|gm1.3569_g	0	0	0	0.030456	0	0.074371
jgi|MoeNVP64_1|364218|gm1.3522_g	0	0	0	0	0	0.113997
jgi|MoeNVP64_1|370049|gm1.9353_g	0	0	0	0	0	0
jgi|MoeNVP64_1|364148|gm1.3452_g	0	0	0	0.071344	0.071007	0.584078
jgi|MoeNVP64_1|364057|gm1.3361_g	0	0	0	5.0316	4.45843	43.6384
jgi|MoeNVP64_1|375460|estExt_Genemark1.C_1_t30329	0	0	0	0.013458	0.055228	0.167505
jgi|MoeNVP64_1|364054|gm1.3358_g	0	0	0	0	0.149796	0.413014
jgi|MoeNVP64_1|364047|gm1.3351_g	0	0	0	0	0.127355	0
jgi|MoeNVP64_1|363962|gm1.3266_g	0	0	0	0.249839	0	0.406757
jgi|MoeNVP64_1|363943|gm1.3247_g	0	0	0	0	0	0
jgi|MoeNVP64_1|363879|gm1.3183_g	0	0	0	0.136924	0.265725	1.12948
jgi|MoeNVP64_1|409563|estExt_fgenesh1_pg.C_2_t10094	0	0	0	0.135625	0.154258	0.696894
jgi|MoeNVP64_1|363871|gm1.3175_g	0	0	0	0.55904	0.577997	1.45782
jgi|MoeNVP64_1|363863|gm1.3167_g	0	0	0	0	0	0.039187
jgi|MoeNVP64_1|363809|gm1.3113_g	0	0	0	0.035942	0	0.064204
jgi|MoeNVP64_1|363804|gm1.3108_g	0	0	0	0	0	0
jgi|MoeNVP64_1|363786|gm1.3090_g	0	0	0	0	0	0
jgi|MoeNVP64_1|363775|gm1.3079_g	0	0	0	0.086421	0.057876	0.291168
jgi|MoeNVP64_1|363753|gm1.3057_g	0	0	0	0	0	0
jgi|MoeNVP64_1|363742|gm1.3046_g	0	0	0	0.022301	0	0.066209
jgi|MoeNVP64_1|363460|gm1.2764_g	0	0	0	0.461801	0.627666	13.9622
jgi|MoeNVP64_1|363445|gm1.2749_g	0	0	0	0.128801	0.102655	0.407214
jgi|MoeNVP64_1|363326|gm1.2630_g	0	0	0	0.499662	0.342614	1.97801
jgi|MoeNVP64_1|369746|gm1.9050_g	0	0	0	5.83979	0.615727	26.0527
jgi|MoeNVP64_1|363295|gm1.2599_g	0	0	0	0	0	0
jgi|MoeNVP64_1|363252|gm1.2556_g	0	0	0	0.109591	0.207697	0.767158
jgi|MoeNVP64_1|363227|gm1.2531_g	0	0	0	0.185224	0.293782	1.37717
jgi|MoeNVP64_1|363127|gm1.2431_g	0	0	0	0	0	0
jgi|MoeNVP64_1|418323|estExt_fgenesh1_pg.C_190123	0	0	0	3.68335	1.76213	9.40103
jgi|MoeNVP64_1|363076|gm1.2380_g	0	0	0	3.30733	0.946727	10.1042
jgi|MoeNVP64_1|363065|gm1.2369_g	0	0	0	0.211598	0.235573	1.54888
jgi|MoeNVP64_1|378936|estExt_Genemark1.C_6_t20006	0	0	0	0.009968	0.010276	0
jgi|MoeNVP64_1|362957|gm1.2261_g	0	0	0	0.189122	0.058959	0.505903
jgi|MoeNVP64_1|362899|gm1.2203_g	0	0	0	0	0	0
jgi|MoeNVP64_1|362890|gm1.2194_g	0	0	0	0.640805	0.495742	2.14725
jgi|MoeNVP64_1|362869|gm1.2173_g	0	0	0	0	0	0
jgi|MoeNVP64_1|362808|gm1.2112_g	0	0	0	0	0	0
jgi|MoeNVP64_1|362771|gm1.2075_g	0	0	0	0	0	0
jgi|MoeNVP64_1|362711|gm1.2015_g	0	0	0	0	0.046351	0.112921
jgi|MoeNVP64_1|381973|estExt_Genemark1.C_11_t10324	0	0	0	0.039873	0.138115	0.46334
jgi|MoeNVP64_1|362698|gm1.2002_g	0	0	0	0	0	0
jgi|MoeNVP64_1|362696|gm1.2000_g	0	0	0	0.046679	0	0
jgi|MoeNVP64_1|362689|gm1.1993_g	0	0	0	0	0	0
jgi|MoeNVP64_1|362680|gm1.1984_g	0	0	0	0.043803	0.19406	0.169808
jgi|MoeNVP64_1|362584|gm1.1888_g	0	0	0	0	0.208162	1.25142
jgi|MoeNVP64_1|388063|fgenesh1_pm.9_#_110	0	0	0	0.152521	0.011049	0.556253
jgi|MoeNVP64_1|362467|gm1.1771_g	0	0	0	0.060429	0	0.413304
jgi|MoeNVP64_1|362448|gm1.1752_g	0	0	0	0	0	0
jgi|MoeNVP64_1|362443|gm1.1747_g	0	0	0	0.602871	0.432251	3.91567
jgi|MoeNVP64_1|362390|gm1.1694_g	0	0	0	0.44676	0.027056	1.08514
jgi|MoeNVP64_1|362266|gm1.1570_g	0	0	0	0	0	0
jgi|MoeNVP64_1|362205|gm1.1509_g	0	0	0	0.056298	0.051408	0.552311
jgi|MoeNVP64_1|362132|gm1.1436_g	0	0	0	0	0	0
jgi|MoeNVP64_1|362131|gm1.1435_g	0	0	0	0	0	0
jgi|MoeNVP64_1|362092|gm1.1396_g	0	0	0	0.049579	0.025039	0.397622
jgi|MoeNVP64_1|362082|gm1.1386_g	0.687739	0.297445	0.391811	256.041	64.8687	1414.53
jgi|MoeNVP64_1|362080|gm1.1384_g	0	0	0	0.785299	0.583517	3.23115
jgi|MoeNVP64_1|362076|gm1.1380_g	0	0	0	0.345095	0.210886	1.44635
jgi|MoeNVP64_1|362021|gm1.1325_g	0	0	0	0	0	0
jgi|MoeNVP64_1|361991|gm1.1295_g	0	0	0	0	0	0
jgi|MoeNVP64_1|361948|gm1.1252_g	0	0	0	0	0.613069	8.88775
jgi|MoeNVP64_1|361901|gm1.1205_g	0	0	0	0.043779	0.044395	0.110467
jgi|MoeNVP64_1|361899|gm1.1203_g	0	0	0	0	0.0501	0.307054
jgi|MoeNVP64_1|361836|gm1.1140_g	0	0	0	0	0	0.055712
jgi|MoeNVP64_1|384616|estExt_Genemark1.C_180157	0	0	0	0	0	0
jgi|MoeNVP64_1|361767|gm1.1071_g	0	0	0	0	0	0
jgi|MoeNVP64_1|361723|gm1.1027_g	0	0	0	0	0	0
jgi|MoeNVP64_1|361669|gm1.973_g	0	0	0	0	0	0
jgi|MoeNVP64_1|361665|gm1.969_g	0	0	0	0.087977	0	0.37066
jgi|MoeNVP64_1|361662|gm1.966_g	0	0	0	0.264261	0.246795	1.53735
jgi|MoeNVP64_1|364610|gm1.3914_g	0	0	0	0	0	0
jgi|MoeNVP64_1|361650|gm1.954_g	0	0	0	0	0	0
jgi|MoeNVP64_1|361648|gm1.952_g	0	0	0	0	0	0
jgi|MoeNVP64_1|361624|gm1.928_g	0	0	0	0	0	0
jgi|MoeNVP64_1|361526|gm1.830_g	0	0	0	0	0	0
jgi|MoeNVP64_1|361516|gm1.820_g	0	0	0	0	0	0
jgi|MoeNVP64_1|361515|gm1.819_g	0	0	0	0	0	0
jgi|MoeNVP64_1|361483|gm1.787_g	0	0	0	0	0	0
jgi|MoeNVP64_1|361443|gm1.747_g	0	0	0	56.3261	19.1639	224.998
jgi|MoeNVP64_1|361418|gm1.722_g	0	0	0	0.024746	0.024997	0.30137
jgi|MoeNVP64_1|361360|gm1.664_g	0	0	0	0	0.02007	0.046841
jgi|MoeNVP64_1|69289|CE68768_1323	0	0	0	0.614911	0.161676	1.60184
jgi|MoeNVP64_1|361334|gm1.638_g	0	0	0	0	0	0
jgi|MoeNVP64_1|361306|gm1.610_g	0	0	0	0	0	0
jgi|MoeNVP64_1|361290|gm1.594_g	0	0	0	0.249653	0.167435	1.27791
jgi|MoeNVP64_1|361251|gm1.555_g	0	0	0	0.178158	0.165428	1.63563
jgi|MoeNVP64_1|361248|gm1.552_g	0	0	0	1.23863	0.447862	3.64334
jgi|MoeNVP64_1|361168|gm1.472_g	0	0	0	18.0406	4.05917	31.3749
jgi|MoeNVP64_1|361163|gm1.467_g	0	0	0	0.812201	0.567263	3.85903
jgi|MoeNVP64_1|361117|gm1.421_g	0	0	0	0	0	0.055528
jgi|MoeNVP64_1|361079|gm1.383_g	0	0	0	0	0	0.112268
jgi|MoeNVP64_1|360961|gm1.265_g	0	0	0	0	0.012998	0
jgi|MoeNVP64_1|403907|MIX11153_326_95	0	0	0	0.049858	0	0.088709
jgi|MoeNVP64_1|360954|gm1.258_g	0	0	0	0	0	0
jgi|MoeNVP64_1|360901|gm1.205_g	0	0	0	3.09767	2.43808	26.6599
jgi|MoeNVP64_1|360899|gm1.203_g	0	0	0	0	0	0
jgi|MoeNVP64_1|360862|gm1.166_g	0	0	0.017486	4.12489	1.80384	15.4178
jgi|MoeNVP64_1|360743|gm1.47_g	0	0	0	0	0	0
jgi|MoeNVP64_1|360731|gm1.35_g	0	0	0	0.102275	0.029074	0.312757
jgi|MoeNVP64_1|360642|fgenesh1_kg.29_#_85_#_TRINITY_DN7911_c1_g3_i1	0	0	0	0	0	0
jgi|MoeNVP64_1|360481|fgenesh1_kg.28_#_48_#_TRINITY_DN7907_c0_g1_i3	0	0	0	0	0	0
jgi|MoeNVP64_1|360385|fgenesh1_kg.27_#_34_#_TRINITY_DN6200_c0_g1_i3	0.226767	0	0	3.30964	1.53439	17.1345
jgi|MoeNVP64_1|360374|fgenesh1_kg.27_#_23_#_TRINITY_DN7168_c0_g1_i1	0	0	0	0	0	0.054449
jgi|MoeNVP64_1|360070|fgenesh1_kg.25_#_210_#_TRINITY_DN5640_c0_g1_i4	0	0	0	0.460382	0.138038	1.71371
jgi|MoeNVP64_1|360055|fgenesh1_kg.25_#_195_#_TRINITY_DN13959_c0_g1_i1	0	0	0	0	0	0
jgi|MoeNVP64_1|360029|fgenesh1_kg.25_#_169_#_TRINITY_DN7059_c1_g8_i1	0	0	0	0.682841	0.393546	3.47823
jgi|MoeNVP64_1|359995|fgenesh1_kg.25_#_135_#_TRINITY_DN7907_c0_g1_i3	0	0	0	0.079301	0	0.671043
jgi|MoeNVP64_1|359944|fgenesh1_kg.25_#_84_#_TRINITY_DN7833_c0_g1_i1	0	0	0	0.051219	0	0
jgi|MoeNVP64_1|359906|fgenesh1_kg.25_#_46_#_TRINITY_DN6942_c0_g2_i2	0	0	0	0	0	0.119649
jgi|MoeNVP64_1|359832|fgenesh1_kg.24_#_229_#_TRINITY_DN1541_c0_g1_i1	0	0	0	0	0	0
jgi|MoeNVP64_1|359830|fgenesh1_kg.24_#_227_#_TRINITY_DN20088_c0_g1_i1	0	0	0	0	0	0
jgi|MoeNVP64_1|359824|fgenesh1_kg.24_#_221_#_TRINITY_DN6411_c0_g1_i1	0	0	0	0	0	0
jgi|MoeNVP64_1|359797|fgenesh1_kg.24_#_194_#_TRINITY_DN7122_c0_g1_i1	0	0	0	0	0	0
jgi|MoeNVP64_1|359783|fgenesh1_kg.24_#_180_#_TRINITY_DN20113_c0_g1_i1	0	0	0	0	0	0
jgi|MoeNVP64_1|359731|fgenesh1_kg.24_#_128_#_TRINITY_DN8672_c0_g1_i1	0	0	0	0	0	0
jgi|MoeNVP64_1|359720|fgenesh1_kg.24_#_117_#_TRINITY_DN2306_c0_g1_i1	0	0	0	0.10027	0	0
jgi|MoeNVP64_1|359694|fgenesh1_kg.24_#_91_#_TRINITY_DN4545_c0_g1_i1	0	0	0	0	0	0
jgi|MoeNVP64_1|359674|fgenesh1_kg.24_#_71_#_TRINITY_DN13045_c0_g1_i1	0	0	0	0	0	0.311709
jgi|MoeNVP64_1|359666|fgenesh1_kg.24_#_63_#_TRINITY_DN17676_c0_g1_i1	0	0	0	0.661997	0.103236	6.60998
jgi|MoeNVP64_1|359663|fgenesh1_kg.24_#_60_#_TRINITY_DN10969_c0_g1_i1	0	0	0	0	0	0
jgi|MoeNVP64_1|359660|fgenesh1_kg.24_#_57_#_TRINITY_DN14629_c0_g2_i1	0	0	0.043224	0	0	0
jgi|MoeNVP64_1|359634|fgenesh1_kg.24_#_31_#_TRINITY_DN17312_c0_g1_i1	0	0	0	0.064869	0.021935	0.038512
jgi|MoeNVP64_1|359622|fgenesh1_kg.24_#_19_#_TRINITY_DN7310_c0_g2_i5	0	0	0	7.71326	3.80991	25.458
jgi|MoeNVP64_1|359585|fgenesh1_kg.23_#_349_#_TRINITY_DN19696_c0_g1_i1	0	0	0	0	0	0
jgi|MoeNVP64_1|378597|estExt_Genemark1.C_6_t10119	0	0	0	0	0	0
jgi|MoeNVP64_1|359565|fgenesh1_kg.23_#_329_#_TRINITY_DN12269_c0_g1_i1	0	0	0	0	0	0
jgi|MoeNVP64_1|359482|fgenesh1_kg.23_#_246_#_TRINITY_DN7543_c1_g1_i1	0	0	0	0	0	0
jgi|MoeNVP64_1|359440|fgenesh1_kg.23_#_204_#_TRINITY_DN4059_c0_g3_i1	0	0	0	0	0	0
jgi|MoeNVP64_1|359439|fgenesh1_kg.23_#_203_#_TRINITY_DN4059_c0_g2_i2	0	0	0	0.563044	0.417095	3.35257
jgi|MoeNVP64_1|359436|fgenesh1_kg.23_#_200_#_TRINITY_DN5264_c0_g1_i1	0	0	0	0.767377	0.177169	3.25205
jgi|MoeNVP64_1|359431|fgenesh1_kg.23_#_195_#_TRINITY_DN2144_c0_g1_i1	0	0	0	0	0	0.106483
jgi|MoeNVP64_1|359399|fgenesh1_kg.23_#_163_#_TRINITY_DN727_c0_g2_i1	0	0	0	0	0	0
jgi|MoeNVP64_1|359378|fgenesh1_kg.23_#_142_#_TRINITY_DN7981_c0_g4_i2	0	0	0	0.060817	0	0.307458
jgi|MoeNVP64_1|359376|fgenesh1_kg.23_#_140_#_TRINITY_DN8816_c0_g1_i1	0	0	0	0	0	0
